Obs.	statenum	casenum	vnumber	pnumber	city	county	accdate	accday	accmon	caseyear	driverdrowsy	latitude	longitude	age	airbag	prf1	prf2	prf3	restraint	body	gvwrating	vfatcount	make	model	modelyr	vrf1	vrf2	drivpres	drf1	drf2	drf3	drf4	dridistract	
12394	27	84	1	2	0	157	04162016	16	4	2016	0	44.30012500	-92.00002500	29	20	0	0	0	3	4	0	0	22	22	2008	0	0	1	38	0	0	0	01	
12395	27	92	2	1	821	53	04272016	27	4	2016	0	45.15194722	-93.39200833	34	99	0	0	0	99	31	0	0	23	481	2015	0	0	1	0	0	0	0	00	
12396	27	93	2	1	5423	53	04302016	30	4	2016	0	44.98561944	-93.58890556	52	1	0	0	0	3	4	0	0	20	25	2011	0	0	1	0	0	0	0	00	
12397	27	94	3	1	5090	123	05012016	1	5	2016	0	45.03675556	-93.19010278	37	1	0	0	0	3	5	0	1	37	39	2008	0	0	1	0	0	0	0	00	
12398	27	94	3	2	5090	123	05012016	1	5	2016	0	45.03675556	-93.19010278	31	1	0	0	0	3	5	0	1	37	39	2008	0	0	1	0	0	0	0	00	
12399	27	94	4	1	5090	123	05012016	1	5	2016	0	45.03675556	-93.19010278	34	1	0	0	0	3	4	0	0	54	39	2010	0	0	1	0	0	0	0	10	
12400	27	98	1	1	0	171	05072016	7	5	2016	0	45.17991389	-93.78624444	40	1	0	0	0	7	31	0	0	20	481	2008	0	0	1	38	0	0	0	99	
12401	27	98	1	2	0	171	05072016	7	5	2016	0	45.17991389	-93.78624444	8	1	0	0	0	3	31	0	0	20	481	2008	0	0	1	38	0	0	0	99	
12402	27	98	1	3	0	171	05072016	7	5	2016	0	45.17991389	-93.78624444	2	0	0	0	0	10	31	0	0	20	481	2008	0	0	1	38	0	0	0	99	
12403	27	98	2	1	0	171	05072016	7	5	2016	0	45.17991389	-93.78624444	60	8	0	0	0	3	6	0	1	22	32	2009	0	0	1	0	0	0	0	99	
12404	27	100	2	1	671	3	05052016	5	5	2016	0	45.18501667	-93.21276389	36	20	0	0	0	3	4	0	0	35	47	2014	0	0	1	0	0	0	0	00	
12405	27	103	1	1	1945	37	04282016	28	4	2016	0	44.79016667	-93.11967222	51	8	0	0	0	3	14	0	1	20	404	2013	0	0	1	0	0	0	0	00	
12406	27	103	2	1	1945	37	04282016	28	4	2016	0	44.79016667	-93.11967222	53	1	0	0	0	7	31	0	1	12	481	2010	0	0	1	35	0	0	0	99	
12407	27	105	2	1	0	131	05202016	20	5	2016	0	44.28180833	-93.10130556	50	8	0	0	0	3	4	0	0	18	22	2011	0	0	1	0	0	0	0	00	
12408	27	105	2	2	0	131	05202016	20	5	2016	0	44.28180833	-93.10130556	22	8	0	0	0	3	4	0	0	18	22	2011	0	0	1	0	0	0	0	00	
12409	27	106	2	1	4184	3	05202016	20	5	2016	0	45.12708333	-93.04742778	59	8	0	0	0	3	31	0	0	20	481	2015	0	0	1	0	0	0	0	00	
12410	27	108	1	1	6330	123	05242016	24	5	2016	0	44.98375556	-93.16701389	55	8	0	0	0	99	4	0	1	37	32	2013	0	0	1	51	0	0	0	99	
12411	27	112	2	1	6672	3	05242016	24	5	2016	0	45.10782500	-93.24358056	60	2	0	0	0	3	14	0	0	49	402	2015	0	0	1	0	0	0	0	00	
12412	27	113	1	1	1210	137	05172016	17	5	2016	0	47.48003611	-92.89439444	26	1	0	0	0	3	14	0	0	2	407	2016	0	0	1	0	0	0	0	00	
12413	27	113	1	2	1210	137	05172016	17	5	2016	0	47.48003611	-92.89439444	3	20	0	0	0	10	14	0	0	2	407	2016	0	0	1	0	0	0	0	00	
12414	27	113	2	1	1210	137	05172016	17	5	2016	0	47.48003611	-92.89439444	73	8	0	0	0	3	14	0	1	12	402	2013	0	0	1	39	0	0	0	00	
12415	27	114	1	1	0	119	05252016	25	5	2016	0	47.75978056	-96.13887778	62	99	0	0	0	7	31	0	2	7	482	2016	0	0	1	39	0	0	0	99	
12416	27	114	1	2	0	119	05252016	25	5	2016	0	47.75978056	-96.13887778	67	99	0	0	0	3	31	0	2	7	482	2016	0	0	1	39	0	0	0	99	
12417	27	117	1	1	4810	53	05282016	28	5	2016	0	44.96599167	-93.27852778	31	20	0	0	0	3	31	0	0	20	481	2011	0	0	1	0	0	0	0	00	
12418	27	118	1	1	0	1	05282016	28	5	2016	0	46.41773056	-93.54795278	25	20	0	0	0	3	31	0	1	12	481	2008	0	0	1	58	0	0	0	99	
12419	27	120	1	1	0	119	05282016	28	5	2016	0	47.67265556	-96.15968889	83	8	0	0	0	3	31	0	1	12	481	2015	0	0	1	0	0	0	0	00	
12420	27	128	3	1	0	171	06072016	7	6	2016	0	45.23208333	-94.01955278	20	1	0	0	0	3	4	0	0	20	37	2012	0	0	1	0	0	0	0	00	
12421	27	128	4	1	0	171	06072016	7	6	2016	0	45.23208333	-94.01955278	39	1	0	0	0	3	14	0	0	20	404	2014	0	0	1	0	0	0	0	00	
12422	27	131	2	1	1900	137	06092016	9	6	2016	0	46.80746111	-92.08121111	63	3	0	0	0	3	4	0	0	49	32	2016	0	0	1	0	0	0	0	00	
12423	27	134	1	1	0	157	06112016	11	6	2016	0	44.41676389	-92.19594167	50	8	0	0	0	3	14	0	0	59	405	2016	0	0	1	51	0	0	0	99	
12424	27	139	1	1	1492	3	03022016	2	3	2016	0	45.15335556	-93.30378056	65	20	0	0	0	3	14	0	0	24	401	2008	0	0	1	0	0	0	0	00	
12425	27	146	1	1	4760	53	06192016	19	6	2016	0	44.99886667	-93.27345278	28	20	0	0	0	99	4	0	0	20	37	2011	0	0	1	0	0	0	0	99	
12426	27	149	3	1	0	139	06202016	20	6	2016	0	44.76594444	-93.57855278	62	20	0	0	0	3	5	0	0	49	51	2010	0	0	1	0	0	0	0	00	
12427	27	149	5	1	0	139	06202016	20	6	2016	0	44.76594444	-93.57855278	54	20	0	0	0	3	30	0	0	12	471	2009	0	0	1	0	0	0	0	00	
12428	27	150	1	1	0	59	06232016	23	6	2016	0	45.44256944	-93.36749722	20	3	0	0	0	3	4	0	0	12	16	2009	0	0	1	38	36	0	0	99	
12429	27	150	1	2	0	59	06232016	23	6	2016	0	45.44256944	-93.36749722	14	3	0	0	0	3	4	0	0	12	16	2009	0	0	1	38	36	0	0	99	
12430	27	150	1	3	0	59	06232016	23	6	2016	0	45.44256944	-93.36749722	998	0	0	0	0	11	4	0	0	12	16	2009	0	0	1	38	36	0	0	99	
12431	27	153	1	1	0	163	06252016	25	6	2016	0	44.97655278	-92.85734444	17	8	0	0	0	3	14	0	0	20	404	2016	0	0	1	0	0	0	0	00	
12432	27	153	1	2	0	163	06252016	25	6	2016	0	44.97655278	-92.85734444	17	8	0	0	0	3	14	0	0	20	404	2016	0	0	1	0	0	0	0	00	
12433	27	157	1	1	2450	163	06272016	27	6	2016	0	45.26079444	-92.97556111	65	20	0	0	0	3	15	0	0	2	422	2014	0	0	1	38	0	0	0	99	
12434	27	171	1	1	0	35	07072016	7	7	2016	0	46.21442778	-93.93709444	43	20	0	0	0	3	31	0	0	23	481	2014	0	0	1	0	0	0	0	00	
12435	27	174	2	1	1492	3	07102016	10	7	2016	0	45.20083056	-93.30636111	58	8	0	0	0	3	14	0	0	35	401	2015	0	0	1	0	0	0	0	00	
12436	27	175	1	1	6450	139	07122016	12	7	2016	0	44.76654167	-93.39168889	61	20	0	0	0	99	31	0	0	12	481	2014	0	0	1	0	0	0	0	00	
12437	27	176	2	1	6330	123	07112016	11	7	2016	0	44.97484444	-93.20256667	46	8	0	0	0	3	20	0	0	7	443	2015	0	0	1	0	0	0	0	06	
12438	27	179	1	1	4536	123	07132016	13	7	2016	0	44.99978056	-93.10588333	21	1	0	0	0	7	14	0	1	2	404	2008	0	0	1	0	0	0	0	99	
12439	27	184	1	1	0	37	07182016	18	7	2016	0	44.55105278	-92.99466944	31	8	0	0	0	3	14	0	3	63	401	2013	0	0	1	35	36	0	0	99	
12440	27	184	1	2	0	37	07182016	18	7	2016	0	44.55105278	-92.99466944	26	8	0	0	0	3	14	0	3	63	401	2013	0	0	1	35	36	0	0	99	
12441	27	184	1	3	0	37	07182016	18	7	2016	0	44.55105278	-92.99466944	9	2	0	0	0	3	14	0	3	63	401	2013	0	0	1	35	36	0	0	99	
12442	27	184	1	4	0	37	07182016	18	7	2016	0	44.55105278	-92.99466944	1	2	0	0	0	11	14	0	3	63	401	2013	0	0	1	35	36	0	0	99	
12443	27	188	2	1	0	113	07232016	23	7	2016	0	48.01957500	-96.05488333	27	8	0	0	0	3	20	0	0	6	441	2014	0	0	1	0	0	0	0	00	
12444	27	188	2	2	0	113	07232016	23	7	2016	0	48.01957500	-96.05488333	3	0	0	0	0	10	20	0	0	6	441	2014	0	0	1	0	0	0	0	00	
12445	27	188	2	3	0	113	07232016	23	7	2016	0	48.01957500	-96.05488333	0	0	0	0	0	11	20	0	0	6	441	2014	0	0	1	0	0	0	0	00	
12446	27	193	1	1	0	95	07312016	31	7	2016	0	45.72629444	-93.74074444	35	1	0	0	0	3	4	0	1	63	34	2012	0	0	1	0	0	0	0	00	
12447	27	194	1	1	7160	19	08012016	1	8	2016	0	44.83291944	-93.65315833	23	20	0	0	0	99	4	0	1	51	46	2008	0	0	1	99	99	99	99	99	
12448	27	200	1	1	0	153	08222016	22	8	2016	0	45.77643889	-95.05412778	47	1	0	0	0	7	3	0	1	49	50	2008	0	0	1	99	99	99	99	99	
12449	27	204	2	1	0	147	08102016	10	8	2016	0	43.87528889	-93.27681389	44	20	0	0	0	3	31	0	0	7	482	2012	0	0	1	0	0	0	0	00	
12450	27	204	2	2	0	147	08102016	10	8	2016	0	43.87528889	-93.27681389	38	20	0	0	0	3	31	0	0	7	482	2012	0	0	1	0	0	0	0	00	
12451	27	204	3	1	0	147	08102016	10	8	2016	0	43.87528889	-93.27681389	63	8	0	0	0	3	14	0	0	49	403	2015	0	0	1	0	0	0	0	00	
12452	27	204	5	1	0	147	08102016	10	8	2016	0	43.87528889	-93.27681389	67	20	0	0	0	3	4	0	0	12	17	2011	0	0	1	0	0	0	0	00	
12453	27	204	5	2	0	147	08102016	10	8	2016	0	43.87528889	-93.27681389	13	20	0	0	0	3	4	0	0	12	17	2011	0	0	1	0	0	0	0	00	
12454	27	209	2	1	2310	131	08132016	13	8	2016	0	44.29048056	-93.30913611	63	1	0	0	0	3	14	0	1	63	402	2013	0	0	1	0	0	0	0	00	
12455	27	209	2	2	2310	131	08132016	13	8	2016	0	44.29048056	-93.30913611	60	1	0	0	0	3	14	0	1	63	402	2013	0	0	1	0	0	0	0	00	
12456	27	209	3	1	2310	131	08132016	13	8	2016	0	44.29048056	-93.30913611	41	20	0	0	0	3	14	0	0	48	402	2011	0	0	1	0	0	0	0	00	
12457	27	209	3	2	2310	131	08132016	13	8	2016	0	44.29048056	-93.30913611	45	20	0	0	0	3	14	0	0	48	402	2011	0	0	1	0	0	0	0	00	
12458	27	209	3	3	2310	131	08132016	13	8	2016	0	44.29048056	-93.30913611	3	20	0	0	0	10	14	0	0	48	402	2011	0	0	1	0	0	0	0	00	
12459	27	209	3	4	2310	131	08132016	13	8	2016	0	44.29048056	-93.30913611	7	20	0	0	0	12	14	0	0	48	402	2011	0	0	1	0	0	0	0	00	
12460	27	209	3	5	2310	131	08132016	13	8	2016	0	44.29048056	-93.30913611	12	20	0	0	0	3	14	0	0	48	402	2011	0	0	1	0	0	0	0	00	
12461	27	209	4	1	2310	131	08132016	13	8	2016	0	44.29048056	-93.30913611	30	20	0	0	0	3	6	0	0	12	24	2010	0	0	1	0	0	0	0	00	
12462	27	209	4	2	2310	131	08132016	13	8	2016	0	44.29048056	-93.30913611	28	20	0	0	0	3	6	0	0	12	24	2010	0	0	1	0	0	0	0	00	
12463	27	211	1	1	2030	53	08142016	14	8	2016	0	44.86367500	-93.32871389	54	20	0	0	0	3	4	0	0	12	23	2016	0	0	1	0	0	0	0	00	
12464	27	223	1	1	0	77	08312016	31	8	2016	0	48.77985833	-94.71810556	22	1	0	0	0	3	31	0	1	20	481	2012	0	0	1	0	0	0	0	06	
12465	27	224	1	1	5910	53	08312016	31	8	2016	0	44.88350556	-93.26912222	60	8	0	0	0	99	4	0	1	37	31	2016	0	0	1	31	39	0	0	99	
12466	27	229	1	1	5785	99	09042016	4	9	2016	0	43.77592778	-92.48530000	49	2	0	0	0	3	20	0	0	7	442	2013	0	0	1	38	36	0	0	01	
12467	27	229	1	2	5785	99	09042016	4	9	2016	0	43.77592778	-92.48530000	52	20	0	0	0	3	20	0	0	7	442	2013	0	0	1	38	36	0	0	01	
12468	27	231	2	1	0	13	09052016	5	9	2016	0	44.18159167	-93.93321944	23	8	0	0	0	3	4	0	1	19	24	2013	0	0	1	36	0	0	0	99	
12469	27	232	1	1	4760	53	09062016	6	9	2016	0	44.95913333	-93.25360000	19	20	0	0	0	7	4	0	0	35	43	2011	0	0	1	39	36	0	0	99	
12470	27	232	1	2	4760	53	09062016	6	9	2016	0	44.95913333	-93.25360000	19	20	0	0	0	7	4	0	0	35	43	2011	0	0	1	39	36	0	0	99	
12471	27	233	1	1	1810	5	09082016	8	9	2016	0	46.80716111	-95.81836667	42	1	0	0	0	3	14	0	0	14	401	2010	0	0	1	0	0	0	0	04	
12472	27	233	2	1	1810	5	09082016	8	9	2016	0	46.80716111	-95.81836667	79	3	0	0	0	3	5	0	1	48	45	2011	0	0	1	38	0	0	0	99	
12473	27	233	2	2	1810	5	09082016	8	9	2016	0	46.80716111	-95.81836667	81	3	0	0	0	3	5	0	1	48	45	2011	0	0	1	38	0	0	0	99	
12474	27	233	2	3	1810	5	09082016	8	9	2016	0	46.80716111	-95.81836667	83	3	0	0	0	3	5	0	1	48	45	2011	0	0	1	38	0	0	0	99	
12475	27	235	1	1	0	21	09092016	9	9	2016	0	46.52924167	-94.59278889	42	1	0	0	0	3	5	0	1	37	37	2011	0	0	1	0	0	0	0	00	
12476	27	235	1	2	0	21	09092016	9	9	2016	0	46.52924167	-94.59278889	11	0	0	0	0	3	5	0	1	37	37	2011	0	0	1	0	0	0	0	00	
12477	27	237	2	1	0	25	09092016	9	9	2016	0	45.42981111	-92.80585833	44	8	0	0	0	3	4	0	1	20	25	2014	0	0	1	0	0	0	0	00	
12478	27	237	2	2	0	25	09092016	9	9	2016	0	45.42981111	-92.80585833	11	8	0	0	0	3	4	0	1	20	25	2014	0	0	1	0	0	0	0	00	
12479	27	237	2	3	0	25	09092016	9	9	2016	0	45.42981111	-92.80585833	9	8	0	0	0	3	4	0	1	20	25	2014	0	0	1	0	0	0	0	00	
12480	27	240	1	1	4760	53	09102016	10	9	2016	0	45.00426111	-93.26312778	999	99	0	0	0	99	4	0	0	35	43	2014	0	0	1	99	99	99	99	96	
12481	27	242	1	1	3970	5	09152016	15	9	2016	0	46.88461944	-96.09498333	48	1	0	0	0	3	31	0	1	12	481	2016	0	0	1	36	0	0	0	99	
12482	27	244	1	1	0	107	09192016	19	9	2016	0	47.18008611	-96.43624444	31	99	0	0	0	3	31	0	1	12	481	2015	0	0	1	39	0	0	0	99	
12483	27	246	1	1	0	111	09202016	20	9	2016	0	46.71812222	-96.14771111	71	8	0	0	0	3	31	0	1	7	482	2014	0	0	1	28	0	0	0	99	
12484	27	249	2	1	0	145	07242016	24	7	2016	0	45.55834167	-94.34058333	25	1	0	0	0	3	4	0	0	22	22	2008	0	0	1	0	0	0	0	00	
12485	27	249	2	2	0	145	07242016	24	7	2016	0	45.55834167	-94.34058333	998	0	0	0	0	3	4	0	0	22	22	2008	0	0	1	0	0	0	0	00	
12486	27	257	1	1	0	41	09272016	27	9	2016	0	45.83194444	-95.20781111	40	1	0	0	0	3	31	0	2	23	481	2013	0	0	1	99	99	99	99	99	
12487	27	257	1	2	0	41	09272016	27	9	2016	0	45.83194444	-95.20781111	39	99	0	0	0	3	31	0	2	23	481	2013	0	0	1	99	99	99	99	99	
12488	27	259	1	1	4495	53	09302016	30	9	2016	0	45.13115278	-93.44291111	39	1	0	0	0	3	31	0	0	12	481	2011	0	0	1	39	0	0	0	00	
12489	27	260	1	1	0	89	09302016	30	9	2016	0	48.29824722	-96.60774167	20	8	0	0	0	3	31	0	0	12	481	2011	0	0	1	0	0	0	0	98	
12490	27	261	1	1	0	157	10022016	2	10	2016	0	44.18774167	-92.14158333	35	1	0	0	0	3	6	0	0	12	24	2011	0	0	1	6	0	0	0	00	
12491	27	261	2	1	0	157	10022016	2	10	2016	0	44.18774167	-92.14158333	70	20	0	0	0	3	6	0	0	6	52	2010	0	0	1	0	0	0	0	00	
12492	27	261	2	2	0	157	10022016	2	10	2016	0	44.18774167	-92.14158333	69	20	0	0	0	3	6	0	0	6	52	2010	0	0	1	0	0	0	0	00	
12493	27	264	2	1	0	103	10042016	4	10	2016	0	44.21294167	-94.10993056	78	2	0	0	0	3	6	0	1	12	24	2010	0	0	1	38	0	0	0	00	
12494	27	267	2	1	0	141	10062016	6	10	2016	0	45.40046667	-93.95333333	20	8	0	0	0	3	4	0	0	37	32	2015	0	0	1	28	0	0	0	99	
12495	27	268	1	1	0	119	10092016	9	10	2016	0	48.07896667	-96.95474722	84	8	0	0	0	3	14	0	1	20	404	2016	0	0	1	38	0	0	0	99	
12496	27	268	2	1	0	119	10092016	9	10	2016	0	48.07896667	-96.95474722	72	8	0	0	0	3	4	0	0	12	17	2015	0	0	1	0	0	0	0	99	
12497	27	269	2	1	0	61	10092016	9	10	2016	0	47.11460556	-93.24491667	38	8	0	0	0	7	31	0	0	20	481	2010	0	0	1	0	0	0	0	00	
12498	27	277	2	1	0	121	10152016	15	10	2016	0	45.71081111	-95.18091389	70	20	0	0	0	3	4	0	1	18	23	2008	0	0	1	0	0	0	0	00	
12499	27	277	2	2	0	121	10152016	15	10	2016	0	45.71081111	-95.18091389	71	20	0	0	0	7	4	0	1	18	23	2008	0	0	1	0	0	0	0	00	
12500	27	279	1	1	0	79	10162016	16	10	2016	0	44.32204167	-93.57459167	51	8	0	0	0	3	14	0	0	20	404	2012	0	0	1	28	36	0	0	99	
12501	27	280	2	1	719	107	10162016	16	10	2016	0	47.18028889	-96.50041944	16	99	0	0	0	99	4	0	1	7	26	2008	0	0	1	0	0	0	0	99	
12502	27	281	1	1	4760	53	10172016	17	10	2016	0	44.97623333	-93.27993333	29	20	0	0	0	3	14	0	0	49	402	2015	0	0	1	38	0	0	0	01	
12503	27	282	1	1	4760	53	10182016	18	10	2016	0	45.00653056	-93.31208611	61	20	0	0	0	3	5	0	0	67	37	2016	0	0	1	0	0	0	0	00	
12504	27	286	1	1	0	109	10202016	20	10	2016	0	44.14320556	-92.41555556	26	8	0	0	0	7	2	0	1	37	31	2008	0	0	1	28	0	0	0	99	
12505	27	288	1	1	0	37	10212016	21	10	2016	0	44.58885833	-92.98511944	54	8	0	0	0	3	6	0	0	63	37	2014	0	0	1	0	0	0	0	00	
12506	27	288	1	2	0	37	10212016	21	10	2016	0	44.58885833	-92.98511944	87	8	0	0	0	3	6	0	0	63	37	2014	0	0	1	0	0	0	0	00	
12507	27	289	1	1	0	37	10222016	22	10	2016	0	44.52637222	-93.00916944	55	8	0	0	0	3	14	0	0	23	402	2014	0	0	1	39	0	0	0	05	
12508	27	289	2	1	0	37	10222016	22	10	2016	0	44.52637222	-93.00916944	80	8	0	0	0	3	4	0	1	49	40	2012	0	0	1	0	0	0	0	00	
12509	27	289	2	2	0	37	10222016	22	10	2016	0	44.52637222	-93.00916944	78	8	0	0	0	3	4	0	1	49	40	2012	0	0	1	0	0	0	0	00	
12510	27	289	3	1	0	37	10222016	22	10	2016	0	44.52637222	-93.00916944	36	1	0	0	0	3	6	0	0	12	24	2010	0	0	1	0	0	0	0	00	
12511	27	289	3	2	0	37	10222016	22	10	2016	0	44.52637222	-93.00916944	36	1	0	0	0	3	6	0	0	12	24	2010	0	0	1	0	0	0	0	00	
12512	27	289	3	3	0	37	10222016	22	10	2016	0	44.52637222	-93.00916944	7	0	0	0	0	10	6	0	0	12	24	2010	0	0	1	0	0	0	0	00	
12513	27	289	3	4	0	37	10222016	22	10	2016	0	44.52637222	-93.00916944	5	0	0	0	0	10	6	0	0	12	24	2010	0	0	1	0	0	0	0	00	
12514	27	302	1	1	0	131	11032016	3	11	2016	0	44.47126667	-93.21894167	29	8	0	0	0	3	4	0	1	49	32	2010	0	0	1	28	0	0	0	99	
12515	27	302	2	1	0	131	11032016	3	11	2016	0	44.47126667	-93.21894167	23	8	0	0	0	3	4	0	0	12	23	2016	0	0	1	0	0	0	0	00	
12516	27	303	2	1	0	13	11022016	2	11	2016	0	44.00019722	-94.02846667	27	8	0	0	0	3	4	0	1	35	50	2012	0	0	1	0	0	0	0	99	
12517	27	304	2	1	6420	145	11042016	4	11	2016	0	45.59493333	-94.19115556	40	20	0	0	0	3	31	0	0	23	481	2015	0	0	1	0	0	0	0	00	
12518	27	307	1	1	0	131	11082016	8	11	2016	0	44.36465278	-93.30256944	83	8	0	0	0	3	14	0	1	20	404	2014	0	0	1	4	0	0	0	00	
12519	27	311	2	1	0	119	10062016	6	10	2016	0	48.02131944	-96.66773333	61	1	0	0	0	3	31	0	0	20	481	2010	0	0	1	0	0	0	0	00	
12520	27	314	2	1	0	39	11152016	15	11	2016	0	43.92158333	-92.85916944	66	1	0	0	0	3	4	0	1	12	37	2014	0	0	1	0	0	0	0	99	
12521	27	315	2	1	0	171	10312016	31	10	2016	0	45.11583889	-93.80736389	33	20	0	0	0	3	20	0	1	12	444	2010	0	0	1	0	0	0	0	99	
12522	27	319	1	1	1900	137	11182016	18	11	2016	0	46.79173056	-92.09787778	51	20	0	0	0	3	4	0	0	49	32	2009	0	0	1	0	0	0	0	00	
12523	27	320	1	1	0	101	11182016	18	11	2016	0	44.10332222	-95.74345833	39	8	0	0	0	3	31	0	1	49	482	2014	0	0	1	28	0	0	0	00	
12524	27	320	1	2	0	101	11182016	18	11	2016	0	44.10332222	-95.74345833	18	8	0	0	0	3	31	0	1	49	482	2014	0	0	1	28	0	0	0	00	
12525	27	320	1	3	0	101	11182016	18	11	2016	0	44.10332222	-95.74345833	42	8	0	0	0	7	31	0	1	49	482	2014	0	0	1	28	0	0	0	00	
12526	27	321	2	1	0	127	11182016	18	11	2016	0	44.54515000	-94.99533333	68	8	0	0	0	3	14	0	1	12	402	2013	0	0	1	0	0	0	0	99	
12527	27	322	2	1	0	17	11182016	18	11	2016	0	46.64969722	-92.39941667	29	1	0	0	0	3	14	0	0	12	402	2008	0	0	1	0	0	0	0	00	
12528	27	322	2	2	0	17	11182016	18	11	2016	0	46.64969722	-92.39941667	3	20	0	0	0	11	14	0	0	12	402	2008	0	0	1	0	0	0	0	00	
12529	27	322	2	3	0	17	11182016	18	11	2016	0	46.64969722	-92.39941667	5	20	0	0	0	12	14	0	0	12	402	2008	0	0	1	0	0	0	0	00	
12530	27	323	1	1	0	57	11202016	20	11	2016	0	47.19838889	-94.73133611	30	20	0	0	0	3	6	0	0	23	8	2008	0	0	1	91	0	0	0	00	
12531	27	323	1	2	0	57	11202016	20	11	2016	0	47.19838889	-94.73133611	26	20	0	0	0	3	6	0	0	23	8	2008	0	0	1	91	0	0	0	00	
12532	27	325	1	1	0	119	11202016	20	11	2016	0	48.10578611	-96.58758056	42	20	0	0	0	7	31	0	1	12	481	2010	0	0	1	58	0	0	0	00	
12533	27	328	1	1	956	37	11222016	22	11	2016	0	44.75387778	-93.25405000	53	20	0	0	0	3	30	0	0	49	472	2013	0	0	1	0	0	0	0	99	
12534	27	330	1	1	0	137	11232016	23	11	2016	0	47.87199444	-92.02595000	51	8	0	0	0	3	4	0	1	49	40	2010	0	0	1	58	0	0	0	99	
12535	27	332	2	1	5960	109	11252016	25	11	2016	0	44.00711944	-92.45237500	24	1	0	0	0	3	4	0	0	63	34	2009	0	0	1	0	0	0	0	00	
12536	27	336	2	1	0	19	11302016	30	11	2016	0	44.90550833	-93.88993333	52	1	0	0	0	3	5	0	0	49	46	2008	0	0	1	0	0	0	0	01	
12537	27	337	2	1	215	123	12012016	1	12	2016	0	45.07915278	-93.17723333	17	8	0	0	0	3	14	0	2	20	404	2009	0	0	1	0	0	0	0	99	
12538	27	337	2	2	215	123	12012016	1	12	2016	0	45.07915278	-93.17723333	16	8	0	0	0	3	14	0	2	20	404	2009	0	0	1	0	0	0	0	99	
12539	27	337	2	3	215	123	12012016	1	12	2016	0	45.07915278	-93.17723333	16	0	0	0	0	7	14	0	2	20	404	2009	0	0	1	0	0	0	0	99	
12540	27	338	2	1	5424	109	12012016	1	12	2016	0	44.17213889	-92.55761111	52	20	0	0	0	3	14	0	0	12	402	2013	0	0	1	0	0	0	0	00	
12541	27	339	2	1	0	53	12022016	2	12	2016	0	44.86301111	-93.21858889	34	1	0	0	0	3	4	0	0	20	37	2011	0	0	1	6	36	50	0	99	
12542	27	344	1	1	1900	137	12102016	10	12	2016	0	46.80759167	-92.16748889	75	20	0	0	0	3	4	0	0	55	33	2014	0	0	1	0	0	0	0	00	
12543	27	345	1	1	6620	37	12122016	12	12	2016	0	44.88114167	-93.02364444	53	2	0	0	0	3	14	0	1	37	402	2011	0	0	1	0	0	0	0	99	
12544	27	347	2	1	0	5	12132016	13	12	2016	0	46.90499722	-95.90249167	74	8	0	0	0	7	15	0	1	20	421	2015	0	0	1	0	0	0	0	99	
12545	27	350	2	1	0	77	12182016	18	12	2016	0	48.79140556	-95.05924444	60	8	0	0	0	3	14	0	0	12	402	2014	0	0	1	0	0	0	0	00	
12546	27	354	2	1	3910	163	12232016	23	12	2016	0	44.96349722	-92.91152500	59	8	0	0	0	3	14	0	0	55	401	2010	0	0	1	0	0	0	0	00	
12547	27	356	1	1	0	5	12252016	25	12	2016	0	46.79856944	-95.70114444	20	20	0	0	0	3	4	0	0	20	2	2011	0	0	1	0	0	0	0	12	
12548	27	357	1	1	0	139	12262016	26	12	2016	0	44.63072778	-93.61091111	51	1	0	0	0	3	15	0	0	30	421	2013	0	0	1	39	0	0	0	99	
12549	27	359	1	1	0	23	12292016	29	12	2016	0	44.99231111	-95.28910000	73	1	0	0	0	3	4	0	1	20	37	2009	0	0	1	26	0	0	0	99	
12550	27	359	1	2	0	23	12292016	29	12	2016	0	44.99231111	-95.28910000	80	1	0	0	0	3	4	0	1	20	37	2009	0	0	1	26	0	0	0	99	
12551	27	359	2	1	0	23	12292016	29	12	2016	0	44.99231111	-95.28910000	28	20	0	0	0	3	31	0	0	7	482	2012	0	0	1	0	0	0	0	00	
12552	27	360	1	1	0	89	12292016	29	12	2016	0	48.52924167	-96.47817500	41	8	0	0	0	7	31	0	1	20	481	2013	0	0	1	38	0	0	0	99	
12553	27	362	1	1	4760	53	12312016	31	12	2016	0	44.94820833	-93.27475833	46	20	0	0	0	3	21	0	0	12	461	2012	0	0	1	0	0	0	0	99	
12554	27	363	1	1	0	109	12312016	31	12	2016	0	44.07230833	-92.60183056	19	1	0	0	0	99	4	0	0	12	37	2012	99	99	1	6	51	0	0	99	
12555	27	374	1	1	3490	37	09302016	30	9	2016	0	44.88353056	-93.08139167	25	1	0	0	0	3	4	0	0	20	37	2010	0	0	1	0	0	0	0	00	
12556	27	375	2	1	7716	163	11062016	6	11	2016	0	44.89065278	-92.91108333	16	1	0	0	0	3	4	0	0	20	2	2010	0	0	1	0	0	0	0	03, 12	
12557	27	375	2	2	7716	163	11062016	6	11	2016	0	44.89065278	-92.91108333	16	1	0	0	0	3	4	0	0	20	2	2010	0	0	1	0	0	0	0	03, 12	
12558	27	376	1	1	0	37	12092016	9	12	2016	0	44.64498333	-93.08575000	68	3	0	0	0	3	15	0	1	23	422	2013	0	0	1	99	99	99	99	99	
12559	28	7	1	1	2610	81	01052016	5	1	2016	0	34.30007222	-88.72680556	64	20	0	0	0	3	4	0	0	35	43	2014	0	0	1	86	0	0	0	96	
