Obs.	statenum	casenum	vnumber	pnumber	city	accdate	accday	accmon	caseyear	driverdrowsy	latitude	longitude	age	airbag	prf1	prf2	prf3	restraint	body	gvwrating	vfatcount	make	model	modelyr	vrf1	vrf2	drivpres	drf1	drf2	drf3	drf4	dridistract	

1	1	4	1	1	350	01012017	1	1	2017	0	33.51017500	-86.89400278	18	8	0	0	0	3	4	0	1	30	46	2014	0	0	1	53	28	37	0	99	
2	1	5	1	1	0	01012017	1	1	2017	0	31.94723611	-86.55677778	67	1	0	0	0	3	34	0	1	12	471	2010	0	0	1	0	0	0	0	99	
3	1	5	1	2	0	01012017	1	1	2017	0	31.94723611	-86.55677778	17	20	0	0	0	3	34	0	1	12	471	2010	0	0	1	0	0	0	0	99	
4	1	7	1	1	350	01112017	11	1	2017	0	33.54551111	-86.76139444	26	20	0	0	0	99	4	0	1	55	33	2015	0	0	1	0	0	0	0	99	
5	1	10	1	1	0	01142017	14	1	2017	0	33.66844167	-86.55342500	34	20	0	0	0	3	34	0	0	20	481	2011	0	0	1	0	0	0	0	00	
6	1	11	1	1	0	01152017	15	1	2017	0	32.39305833	-85.98393056	65	8	0	0	0	3	4	0	1	19	22	2008	0	0	1	50	0	0	0	00	
7	1	11	2	1	0	01152017	15	1	2017	0	32.39305833	-85.98393056	43	1	0	0	0	3	4	0	1	7	24	2008	0	0	1	0	0	0	0	00	
8	1	13	1	1	0	01012017	1	1	2017	0	34.96279722	-86.79522222	38	1	0	0	0	3	4	0	2	35	50	2009	0	0	1	39	89	0	0	00	
9	1	13	1	2	0	01012017	1	1	2017	0	34.96279722	-86.79522222	35	20	0	0	0	3	4	0	2	35	50	2009	0	0	1	39	89	0	0	00	
10	1	13	1	3	0	01012017	1	1	2017	0	34.96279722	-86.79522222	11	20	0	0	0	20	4	0	2	35	50	2009	0	0	1	39	89	0	0	00	
11	1	13	1	4	0	01012017	1	1	2017	0	34.96279722	-86.79522222	15	20	0	0	0	20	4	0	2	35	50	2009	0	0	1	39	89	0	0	00	
12	1	14	3	1	0	01022017	2	1	2017	0	34.09405556	-86.80004722	46	1	0	0	0	20	34	0	0	20	481	2016	0	0	1	0	0	0	0	00	
13	1	17	1	1	2130	01042017	4	1	2017	0	32.18711944	-86.04081111	76	1	0	0	0	20	4	0	1	30	40	2011	0	0	1	28	39	0	0	00	
14	1	18	2	1	680	01042017	4	1	2017	0	33.26630833	-86.35220833	36	1	0	0	0	20	6	0	1	63	37	2011	0	0	1	0	0	0	0	00	
15	1	23	1	1	0	01052017	5	1	2017	0	34.49385833	-87.25871389	38	1	0	0	0	3	4	0	0	12	17	2013	0	0	1	89	39	0	0	00	
16	1	23	4	1	0	01052017	5	1	2017	0	34.49385833	-87.25871389	46	20	0	0	0	3	4	0	0	35	47	2016	0	0	1	0	0	0	0	00	
17	1	30	1	1	0	01122017	12	1	2017	0	32.41738611	-87.08320000	30	1	0	0	0	20	15	0	1	20	423	2016	0	0	1	28	0	0	0	99	
18	1	31	2	1	0	01132017	13	1	2017	0	33.76197222	-86.04339167	44	20	0	0	0	3	34	0	1	12	481	2008	0	0	1	0	0	0	0	00	
19	1	31	3	1	0	01132017	13	1	2017	0	33.76197222	-86.04339167	62	8	0	0	0	3	4	0	0	20	37	2015	0	0	1	0	0	0	0	00	
20	1	34	1	1	0	01142017	14	1	2017	0	32.35299722	-86.96958611	28	8	0	0	0	3	4	0	1	37	32	2009	0	0	1	38	74	0	0	00	
21	1	34	1	2	0	01142017	14	1	2017	0	32.35299722	-86.96958611	29	8	0	0	0	20	4	0	1	37	32	2009	0	0	1	38	74	0	0	00	
22	1	34	2	1	0	01142017	14	1	2017	0	32.35299722	-86.96958611	40	8	0	0	0	3	2	0	0	20	9	2015	0	0	1	0	0	0	0	00	
23	1	37	2	1	3050	01142017	14	1	2017	0	33.19260278	-87.52617778	24	1	0	0	0	3	14	0	0	2	403	2012	0	0	1	0	0	0	0	00	
24	1	41	1	1	0	01212017	21	1	2017	0	31.88147222	-85.89694167	28	8	0	0	0	20	4	0	2	12	23	2012	0	0	1	28	0	0	0	99	
25	1	41	1	2	0	01212017	21	1	2017	0	31.88147222	-85.89694167	29	8	0	0	0	20	4	0	2	12	23	2012	0	0	1	28	0	0	0	99	
26	1	44	1	1	0	01232017	23	1	2017	0	30.37024722	-87.70101111	67	1	0	0	0	20	4	0	1	49	40	2009	0	0	1	0	0	0	0	00	
27	1	46	1	1	1633	01242017	24	1	2017	0	34.84603611	-85.62599167	16	20	0	0	0	3	4	0	0	6	18	2015	0	0	1	0	0	0	0	00	
28	1	46	1	2	1633	01242017	24	1	2017	0	34.84603611	-85.62599167	12	20	0	0	0	3	4	0	0	6	18	2015	0	0	1	0	0	0	0	00	
29	1	50	1	1	0	01282017	28	1	2017	0	33.41917500	-86.67650278	80	1	0	0	0	20	4	0	1	37	31	2017	0	0	1	28	0	0	0	00	
30	1	50	2	1	0	01282017	28	1	2017	0	33.41917500	-86.67650278	43	8	0	0	0	3	4	0	0	54	44	2015	0	0	1	0	0	0	0	00	
31	1	50	2	2	0	01282017	28	1	2017	0	33.41917500	-86.67650278	41	8	0	0	0	3	4	0	0	54	44	2015	0	0	1	0	0	0	0	00	
32	1	50	2	3	0	01282017	28	1	2017	0	33.41917500	-86.67650278	12	8	0	0	0	3	4	0	0	54	44	2015	0	0	1	0	0	0	0	00	
33	1	53	1	1	1730	01172017	17	1	2017	0	34.81576944	-86.49146389	41	20	0	0	0	3	15	0	0	49	422	2008	0	0	1	89	0	0	0	00	
34	1	53	1	2	1730	01172017	17	1	2017	0	34.81576944	-86.49146389	998	20	0	0	0	3	15	0	0	49	422	2008	0	0	1	89	0	0	0	00	
35	1	55	2	1	2100	01262017	26	1	2017	0	30.69777222	-88.10623611	42	8	0	0	0	3	21	0	1	20	461	2015	0	0	1	0	0	0	0	00	
36	1	55	2	2	2100	01262017	26	1	2017	0	30.69777222	-88.10623611	45	20	0	0	0	3	21	0	1	20	461	2015	0	0	1	0	0	0	0	00	
37	1	55	2	3	2100	01262017	26	1	2017	0	30.69777222	-88.10623611	97	20	0	0	0	3	21	0	1	20	461	2015	0	0	1	0	0	0	0	00	
38	1	57	2	1	0	01312017	31	1	2017	0	34.93277500	-86.64334167	51	8	0	0	0	3	4	0	2	12	17	2010	0	0	1	0	0	0	0	99	
39	1	57	2	2	0	01312017	31	1	2017	0	34.93277500	-86.64334167	24	8	0	0	0	3	4	0	2	12	17	2010	0	0	1	0	0	0	0	99	
40	1	57	2	3	0	01312017	31	1	2017	0	34.93277500	-86.64334167	0	8	0	0	0	11	4	0	2	12	17	2010	0	0	1	0	0	0	0	99	
41	1	57	2	4	0	01312017	31	1	2017	0	34.93277500	-86.64334167	3	8	0	0	0	10	4	0	2	12	17	2010	0	0	1	0	0	0	0	99	
42	1	58	1	1	0	02012017	1	2	2017	0	32.52736389	-85.12010556	46	99	0	0	0	3	4	0	1	63	34	2016	0	0	1	28	0	0	0	99	
43	1	59	1	1	0	02012017	1	2	2017	0	34.69855278	-87.74929722	54	20	0	0	0	20	6	0	1	20	23	2008	0	0	1	89	0	0	0	99	
44	1	61	1	1	1200	02022017	2	2	2017	0	34.84262500	-87.58996389	86	3	0	0	0	20	5	0	1	49	46	2009	0	0	1	38	0	0	0	99	
45	1	61	2	1	1200	02022017	2	2	2017	0	34.84262500	-87.58996389	27	20	0	0	0	3	4	0	0	6	43	2008	0	0	1	99	99	99	99	99	
46	1	65	1	1	2100	02032017	3	2	2017	0	30.67341667	-88.14851944	41	20	0	0	0	3	4	0	0	12	37	2011	0	0	1	0	0	0	0	99	
47	1	81	1	1	400	02152017	15	2	2017	0	34.21631111	-86.15720278	21	20	0	0	0	3	4	0	0	35	43	2012	0	0	1	0	0	0	0	00	
48	1	82	1	1	0	02172017	17	2	2017	0	32.46128333	-85.15140000	23	20	0	0	0	20	4	0	1	63	32	2011	0	0	1	58	0	0	0	00	
49	1	87	1	1	330	03042017	4	3	2017	0	33.41262500	-86.96748611	33	20	0	0	0	3	34	0	0	23	481	2015	0	0	1	0	0	0	0	00	
50	1	88	2	1	0	03052017	5	3	2017	0	33.91855000	-86.86622500	47	20	0	0	0	20	14	0	1	34	401	2008	0	0	1	54	0	0	0	00	
51	1	90	3	1	0	03102017	10	3	2017	0	32.42320833	-85.92891111	19	20	0	0	0	3	4	0	0	12	37	2014	0	0	1	0	0	0	0	00	
52	1	92	1	1	0	03102017	10	3	2017	0	33.59407222	-86.18777222	40	20	0	0	0	20	4	0	1	54	35	2012	0	0	1	0	0	0	0	99	
53	1	94	2	1	0	03162017	16	3	2017	0	30.49588056	-88.33839722	71	20	0	0	0	3	5	0	0	49	53	2013	0	0	1	0	0	0	0	00	
54	1	96	1	1	0	03282017	28	3	2017	0	33.54144722	-86.64372222	36	8	0	0	0	3	4	0	1	63	38	2015	0	0	1	89	0	0	0	99	
55	1	97	2	1	350	03302017	30	3	2017	0	33.50738056	-86.81815000	44	20	0	0	0	3	15	0	0	37	421	2011	0	0	1	0	0	0	0	00	
56	1	97	2	2	350	03302017	30	3	2017	0	33.50738056	-86.81815000	42	20	0	0	0	3	15	0	0	37	421	2011	0	0	1	0	0	0	0	00	
57	1	97	2	3	350	03302017	30	3	2017	0	33.50738056	-86.81815000	998	20	0	0	0	3	15	0	0	37	421	2011	0	0	1	0	0	0	0	00	
58	1	97	2	4	350	03302017	30	3	2017	0	33.50738056	-86.81815000	998	20	0	0	0	3	15	0	0	37	421	2011	0	0	1	0	0	0	0	00	
59	1	99	1	1	2550	02142017	14	2	2017	0	30.74757500	-88.11266944	24	99	0	0	0	20	1	0	1	20	9	2013	0	0	1	8	0	0	0	00	
60	1	102	2	1	0	02162017	16	2	2017	0	34.75314722	-86.11910278	51	20	0	0	0	20	34	0	1	7	482	2012	0	0	1	0	0	0	0	00	
61	1	103	1	1	3112	03112017	11	3	2017	0	33.17428611	-87.23313056	18	1	0	0	0	20	15	0	1	23	421	2008	0	0	1	8	0	0	0	00	
62	1	109	2	1	3306	03082017	8	3	2017	0	33.18888333	-87.15183611	44	20	0	0	0	3	34	0	0	20	481	2008	0	0	1	89	0	0	0	00	
63	1	110	1	1	50	03092017	9	3	2017	0	34.29180278	-86.24873889	21	20	0	0	0	3	14	0	1	2	403	2011	0	0	1	58	0	0	0	99	
64	1	111	1	1	0	03102017	10	3	2017	0	32.57356667	-86.68208056	51	1	0	0	0	3	4	0	1	34	35	2010	0	0	1	89	33	0	0	00	
65	1	111	2	1	0	03102017	10	3	2017	0	32.57356667	-86.68208056	22	1	0	0	0	3	14	0	0	2	403	2015	0	0	1	0	0	0	0	00	
66	1	111	3	1	0	03102017	10	3	2017	0	32.57356667	-86.68208056	50	20	0	0	0	3	4	0	0	55	35	2012	0	0	1	89	0	0	0	00	
67	1	112	2	1	0	03112017	11	3	2017	0	33.50321667	-86.00475000	61	1	0	0	0	3	4	0	0	35	47	2013	0	0	1	0	0	0	0	00	
68	1	113	1	1	350	03112017	11	3	2017	0	33.52398056	-86.80010278	23	1	0	0	0	20	4	0	1	63	38	2015	0	0	1	0	0	0	0	03	
69	1	113	1	2	350	03112017	11	3	2017	0	33.52398056	-86.80010278	25	8	5	0	0	20	4	0	1	63	38	2015	0	0	1	0	0	0	0	03	
70	1	114	3	1	0	03122017	12	3	2017	0	34.17851389	-86.74272222	37	8	0	0	0	3	4	0	0	20	28	2014	0	0	1	0	0	0	0	00	
71	1	117	1	1	350	03162017	16	3	2017	0	33.53161389	-86.75728889	44	3	0	0	0	3	4	0	0	49	40	2012	0	0	1	38	0	0	0	01	
72	1	117	1	2	350	03162017	16	3	2017	0	33.53161389	-86.75728889	35	20	0	0	0	3	4	0	0	49	40	2012	0	0	1	38	0	0	0	01	
73	1	117	1	3	350	03162017	16	3	2017	0	33.53161389	-86.75728889	2	3	0	0	0	10	4	0	0	49	40	2012	0	0	1	38	0	0	0	01	
74	1	117	1	4	350	03162017	16	3	2017	0	33.53161389	-86.75728889	4	20	0	0	0	10	4	0	0	49	40	2012	0	0	1	38	0	0	0	01	
75	1	120	1	1	0	03182017	18	3	2017	0	34.59369444	-87.26125000	24	99	0	0	0	3	4	0	2	49	32	2013	0	0	1	0	0	0	0	00	
76	1	120	1	2	0	03182017	18	3	2017	0	34.59369444	-87.26125000	23	99	0	0	0	3	4	0	2	49	32	2013	0	0	1	0	0	0	0	00	
77	1	123	2	1	0	03192017	19	3	2017	0	31.16951389	-86.59759722	56	99	0	0	0	3	34	0	2	12	481	2008	0	0	1	0	0	0	0	00	
78	1	123	2	2	0	03192017	19	3	2017	0	31.16951389	-86.59759722	43	1	0	0	0	3	34	0	2	12	481	2008	0	0	1	0	0	0	0	00	
79	1	129	2	1	3110	03212017	21	3	2017	0	34.56471667	-85.61815278	54	1	0	0	0	3	34	0	0	7	482	2014	0	0	1	89	0	0	0	00	
80	1	129	2	2	3110	03212017	21	3	2017	0	34.56471667	-85.61815278	53	1	0	0	0	3	34	0	0	7	482	2014	0	0	1	89	0	0	0	00	
81	1	131	1	1	0	03212017	21	3	2017	0	34.55061389	-85.52981944	55	20	0	0	0	3	4	0	0	12	37	2008	0	0	1	0	0	0	0	00	
82	1	132	2	1	100	03222017	22	3	2017	0	33.65026389	-85.78621111	30	1	0	0	0	20	14	0	0	35	401	2014	0	0	1	89	0	0	0	00	
83	1	132	2	2	100	03222017	22	3	2017	0	33.65026389	-85.78621111	9	1	0	0	0	3	14	0	0	35	401	2014	0	0	1	89	0	0	0	00	
84	1	132	2	3	100	03222017	22	3	2017	0	33.65026389	-85.78621111	5	20	0	0	0	12	14	0	0	35	401	2014	0	0	1	89	0	0	0	00	
85	1	134	2	1	2719	03232017	23	3	2017	0	34.18450278	-86.14498889	21	20	0	0	0	3	34	0	0	7	482	2010	0	0	1	0	0	0	0	00	
86	1	136	1	1	0	03232017	23	3	2017	0	32.07203333	-87.57329444	58	1	0	0	0	20	34	0	1	49	472	2009	0	0	1	28	0	0	0	00	
87	1	139	1	1	0	03262017	26	3	2017	0	30.42881667	-88.17817500	26	8	0	0	0	20	4	0	1	54	39	2011	0	0	1	58	28	0	0	99	
88	1	141	1	1	350	03272017	27	3	2017	0	33.43925556	-86.84435000	19	8	0	0	0	20	4	0	1	20	2	2008	0	0	1	99	99	99	99	99	
89	1	143	1	1	350	03272017	27	3	2017	0	33.49348889	-86.82908889	26	20	0	0	0	3	4	0	0	55	35	2010	0	0	1	0	0	0	0	99	
90	1	144	2	1	0	03282017	28	3	2017	0	33.38025556	-87.54704444	45	1	0	0	0	3	4	0	1	58	37	2013	0	0	1	89	0	0	0	00	
91	1	146	2	1	0	03292017	29	3	2017	0	34.96671667	-86.56841667	57	20	0	0	0	3	4	0	1	35	47	2016	0	0	1	0	0	0	0	00	
92	1	146	2	2	0	03292017	29	3	2017	0	34.96671667	-86.56841667	54	20	0	0	0	3	4	0	1	35	47	2016	0	0	1	0	0	0	0	00	
93	1	146	3	1	0	03292017	29	3	2017	0	34.96671667	-86.56841667	51	20	0	0	0	3	20	0	0	20	445	2016	0	0	1	89	0	0	0	00	
94	1	151	1	1	350	04012017	1	4	2017	0	33.46747222	-86.63811111	20	99	0	0	0	99	15	0	1	23	422	2012	0	0	1	28	0	0	0	99	
95	1	153	1	1	0	04012017	1	4	2017	0	31.22836944	-86.22728333	999	99	0	0	0	99	34	0	0	20	481	2013	0	0	1	38	0	0	0	99	
96	1	156	1	1	0	04032017	3	4	2017	0	33.87815833	-87.63618056	37	1	0	0	0	3	34	0	1	12	481	2016	0	0	1	87	0	0	0	99	
97	1	157	1	1	2760	04032017	3	4	2017	0	32.40650278	-87.04978056	57	20	0	0	0	3	4	0	0	35	47	2014	0	0	1	89	0	0	0	00	
98	1	158	1	1	0	04032017	3	4	2017	0	33.73361944	-86.28700556	36	8	0	0	0	3	34	0	0	49	472	2013	0	0	1	28	0	0	0	99	
99	1	160	1	1	330	04062017	6	4	2017	0	33.40462778	-86.94013611	27	20	0	0	0	99	14	0	0	20	404	2008	0	0	1	8	0	0	0	99	
100	1	164	1	1	350	02192017	19	2	2017	0	33.53969722	-86.75305556	25	20	0	0	0	99	5	0	1	41	55	2011	0	0	1	38	48	0	0	00	
101	1	165	1	1	3050	02212017	21	2	2017	0	33.20447500	-87.48911667	50	20	0	0	0	3	6	0	0	49	46	2016	0	0	1	0	0	0	0	00	
102	1	167	1	1	2390	02232017	23	2	2017	0	34.68056667	-86.33077222	77	8	0	0	0	3	4	0	1	49	40	2010	0	0	1	89	38	0	0	00	
103	1	168	1	1	1760	02232017	23	2	2017	0	31.53192222	-87.89638889	73	3	0	0	0	3	6	0	1	20	23	2009	0	0	1	38	0	0	0	99	
104	1	168	1	2	1760	02232017	23	2	2017	0	31.53192222	-87.89638889	69	20	0	0	0	20	6	0	1	20	23	2009	0	0	1	38	0	0	0	99	
105	1	168	1	3	1760	02232017	23	2	2017	0	31.53192222	-87.89638889	67	20	0	0	0	20	6	0	1	20	23	2009	0	0	1	38	0	0	0	99	
106	1	170	2	1	0	02242017	24	2	2017	0	31.00355000	-85.57596667	58	99	0	0	0	3	34	0	1	23	481	2012	0	0	1	0	0	0	0	00	
107	1	170	3	1	0	02242017	24	2	2017	0	31.00355000	-85.57596667	28	99	0	0	0	3	14	0	0	12	401	2011	0	0	1	0	0	0	0	00	
108	1	170	3	2	0	02242017	24	2	2017	0	31.00355000	-85.57596667	30	99	0	0	0	3	14	0	0	12	401	2011	0	0	1	0	0	0	0	00	
109	1	170	3	3	0	02242017	24	2	2017	0	31.00355000	-85.57596667	2	99	0	0	0	10	14	0	0	12	401	2011	0	0	1	0	0	0	0	00	
110	1	170	3	4	0	02242017	24	2	2017	0	31.00355000	-85.57596667	0	99	0	0	0	11	14	0	0	12	401	2011	0	0	1	0	0	0	0	00	
111	1	178	1	1	0	02282017	28	2	2017	0	31.48781389	-85.77380278	57	20	0	0	0	3	4	0	0	14	6	2009	0	0	1	89	28	0	0	00	
112	1	178	1	2	0	02282017	28	2	2017	0	31.48781389	-85.77380278	59	1	0	0	0	20	4	0	0	14	6	2009	0	0	1	89	28	0	0	00	
113	1	178	1	3	0	02282017	28	2	2017	0	31.48781389	-85.77380278	44	20	0	0	0	20	4	0	0	14	6	2009	0	0	1	89	28	0	0	00	
114	1	181	2	1	0	03032017	3	3	2017	0	34.27065000	-86.08053889	29	8	0	0	0	3	20	0	1	49	442	2015	0	0	1	0	0	0	0	00	
115	1	181	2	2	0	03032017	3	3	2017	0	34.27065000	-86.08053889	65	20	0	0	0	3	20	0	1	49	442	2015	0	0	1	0	0	0	0	00	
116	1	187	2	1	0	04182017	18	4	2017	0	30.65630556	-87.92793333	31	1	0	0	0	3	15	0	0	20	421	2014	0	0	1	0	0	0	0	00	
117	1	190	2	1	0	04292017	29	4	2017	0	33.89013056	-87.45367222	15	1	0	0	0	3	4	0	0	37	32	2015	0	0	1	0	0	0	0	00	
118	1	190	2	2	0	04292017	29	4	2017	0	33.89013056	-87.45367222	47	1	0	0	0	3	4	0	0	37	32	2015	0	0	1	0	0	0	0	00	
119	1	190	3	1	0	04292017	29	4	2017	0	33.89013056	-87.45367222	39	20	0	0	0	3	15	0	0	23	422	2013	0	0	1	0	0	0	0	00	
120	1	190	3	2	0	04292017	29	4	2017	0	33.89013056	-87.45367222	37	20	0	0	0	3	15	0	0	23	422	2013	0	0	1	0	0	0	0	00	
121	1	190	3	3	0	04292017	29	4	2017	0	33.89013056	-87.45367222	5	20	0	0	0	12	15	0	0	23	422	2013	0	0	1	0	0	0	0	00	
122	1	190	3	4	0	04292017	29	4	2017	0	33.89013056	-87.45367222	12	20	0	0	0	3	15	0	0	23	422	2013	0	0	1	0	0	0	0	00	
123	1	195	2	1	350	04302017	30	4	2017	0	33.56869167	-86.72179444	53	8	0	0	0	3	15	0	1	54	421	2010	0	0	1	0	0	0	0	00	
124	1	195	2	2	350	04302017	30	4	2017	0	33.56869167	-86.72179444	54	8	0	0	0	3	15	0	1	54	421	2010	0	0	1	0	0	0	0	00	
125	1	195	2	3	350	04302017	30	4	2017	0	33.56869167	-86.72179444	26	8	0	0	0	20	15	0	1	54	421	2010	0	0	1	0	0	0	0	00	
126	1	196	1	1	0	05052017	5	5	2017	0	34.31446389	-87.69614167	20	1	0	0	0	3	4	0	1	7	29	2015	0	0	1	28	0	0	0	92	
127	1	198	2	1	1943	05082017	8	5	2017	0	30.62743056	-87.75314167	49	1	0	0	0	99	14	0	1	55	402	2014	0	0	1	0	0	0	0	99	
128	1	200	1	1	330	05112017	11	5	2017	0	33.37247222	-86.99223611	25	20	0	0	0	3	21	0	0	12	461	2014	0	0	1	38	0	0	0	00	
129	1	200	1	2	330	05112017	11	5	2017	0	33.37247222	-86.99223611	48	20	0	0	0	3	21	0	0	12	461	2014	0	0	1	38	0	0	0	00	
130	1	201	1	1	0	03202017	20	3	2017	0	32.80013611	-87.47906667	18	1	0	0	0	20	4	0	1	58	37	2012	0	0	1	28	0	0	0	99	
131	1	201	1	2	0	03202017	20	3	2017	0	32.80013611	-87.47906667	18	1	0	0	0	20	4	0	1	58	37	2012	0	0	1	28	0	0	0	99	
132	1	201	1	3	0	03202017	20	3	2017	0	32.80013611	-87.47906667	52	2	0	0	0	99	4	0	1	58	37	2012	0	0	1	28	0	0	0	99	
133	1	203	1	1	0	03282017	28	3	2017	0	34.08775278	-86.94643056	53	8	0	0	0	3	4	0	0	20	2	2016	0	0	1	28	0	0	0	99	
134	1	208	1	1	0	04072017	7	4	2017	0	31.65649444	-85.96417778	35	20	0	0	0	3	14	0	0	55	402	2016	0	0	1	0	0	0	0	00	
135	1	210	1	1	2380	04072017	7	4	2017	0	31.42170000	-85.61282778	63	99	0	0	0	20	15	0	1	2	422	2017	0	0	1	28	0	0	0	99	
136	1	217	2	1	0	04122017	12	4	2017	0	32.63425278	-86.49908333	43	1	0	0	0	3	34	0	0	7	482	2009	0	0	1	0	0	0	0	00	
137	1	218	1	1	0	04132017	13	4	2017	0	34.05378889	-86.10653333	75	8	0	0	0	20	15	0	1	12	422	2016	0	0	1	0	0	0	0	99	
138	1	218	1	2	0	04132017	13	4	2017	0	34.05378889	-86.10653333	71	8	0	0	0	20	15	0	1	12	422	2016	0	0	1	0	0	0	0	99	
139	1	219	2	1	0	04132017	13	4	2017	0	34.91130556	-86.75809444	53	1	0	0	0	3	14	0	0	63	401	2015	0	0	1	0	0	0	0	00	
140	1	221	1	1	0	04142017	14	4	2017	0	32.29958611	-85.18144722	23	20	0	0	0	3	4	0	0	35	47	2015	0	0	1	0	0	0	0	00	
141	1	222	1	1	350	04142017	14	4	2017	0	33.53316111	-86.85844167	58	8	0	0	0	20	4	0	1	20	37	2010	0	0	1	28	0	0	0	99	
142	1	222	1	2	350	04142017	14	4	2017	0	33.53316111	-86.85844167	998	8	0	0	0	99	4	0	1	20	37	2010	0	0	1	28	0	0	0	99	
143	1	222	3	1	350	04142017	14	4	2017	0	33.53316111	-86.85844167	42	1	0	0	0	3	4	0	0	35	47	2009	0	0	1	0	0	0	0	00	
144	1	222	3	2	350	04142017	14	4	2017	0	33.53316111	-86.85844167	42	1	0	0	0	3	4	0	0	35	47	2009	0	0	1	0	0	0	0	00	
145	1	225	1	1	0	04142017	14	4	2017	0	34.45755833	-86.57608333	16	1	0	0	0	20	1	0	2	52	37	2008	0	0	1	58	28	0	0	00	
146	1	225	1	2	0	04142017	14	4	2017	0	34.45755833	-86.57608333	16	1	0	0	0	3	1	0	2	52	37	2008	0	0	1	58	28	0	0	00	
147	1	225	1	3	0	04142017	14	4	2017	0	34.45755833	-86.57608333	18	20	0	0	0	20	1	0	2	52	37	2008	0	0	1	58	28	0	0	00	
148	1	228	1	1	100	04142017	14	4	2017	0	33.65103056	-85.80156389	56	1	0	0	0	3	4	0	1	35	47	2010	0	0	1	28	0	0	0	00	
149	1	228	2	1	100	04142017	14	4	2017	0	33.65103056	-85.80156389	46	1	0	0	0	3	15	0	0	58	421	2012	0	0	1	89	0	0	0	00	
150	1	230	1	1	2540	04152017	15	4	2017	0	32.47223611	-86.41872778	14	8	0	0	0	3	4	0	0	35	39	2011	0	0	1	37	28	8	0	00	
151	1	230	1	2	2540	04152017	15	4	2017	0	32.47223611	-86.41872778	15	8	0	0	0	3	4	0	0	35	39	2011	0	0	1	37	28	8	0	00	
152	1	230	2	1	2540	04152017	15	4	2017	0	32.47223611	-86.41872778	72	8	0	0	0	3	4	0	1	30	40	2014	0	0	1	0	0	0	0	00	
153	1	230	2	2	2540	04152017	15	4	2017	0	32.47223611	-86.41872778	69	8	0	0	0	3	4	0	1	30	40	2014	0	0	1	0	0	0	0	00	
154	1	230	2	3	2540	04152017	15	4	2017	0	32.47223611	-86.41872778	69	2	0	0	0	3	4	0	1	30	40	2014	0	0	1	0	0	0	0	00	
155	1	238	1	1	0	02262017	26	2	2017	0	31.62656389	-86.79967500	52	1	0	0	0	20	4	0	1	63	34	2012	0	0	1	58	0	0	0	00	
156	1	238	1	2	0	02262017	26	2	2017	0	31.62656389	-86.79967500	49	1	0	0	0	20	4	0	1	63	34	2012	0	0	1	58	0	0	0	00	
157	1	238	1	3	0	02262017	26	2	2017	0	31.62656389	-86.79967500	49	3	0	0	0	20	4	0	1	63	34	2012	0	0	1	58	0	0	0	00	
158	1	240	2	1	0	04202017	20	4	2017	0	33.06130278	-87.13651389	24	20	0	0	0	3	2	0	0	20	9	2011	0	0	1	0	0	0	0	00	
159	1	240	3	1	0	04202017	20	4	2017	0	33.06130278	-87.13651389	44	8	0	0	0	3	4	0	2	63	38	2013	0	0	1	0	0	0	0	00	
160	1	240	3	2	0	04202017	20	4	2017	0	33.06130278	-87.13651389	46	8	0	0	0	3	4	0	2	63	38	2013	0	0	1	0	0	0	0	00	
161	1	242	1	1	0	04212017	21	4	2017	0	33.58874722	-86.03918611	28	8	0	0	0	3	4	0	1	6	18	2016	0	0	1	58	28	0	0	00	
162	1	242	1	2	0	04212017	21	4	2017	0	33.58874722	-86.03918611	3	3	0	0	0	10	4	0	1	6	18	2016	0	0	1	58	28	0	0	00	
163	1	243	1	1	0	04222017	22	4	2017	0	31.83238056	-86.57194167	16	1	0	0	0	3	34	0	1	23	481	2008	0	0	1	8	28	0	0	99	
164	1	243	1	2	0	04222017	22	4	2017	0	31.83238056	-86.57194167	16	1	0	0	0	20	34	0	1	23	481	2008	0	0	1	8	28	0	0	99	
165	1	245	1	1	0	04222017	22	4	2017	0	30.47260000	-88.33588611	24	20	0	0	0	3	14	0	0	20	404	2014	0	0	1	0	0	0	0	07	
166	1	247	1	1	810	04232017	23	4	2017	0	34.29448611	-85.98758333	63	8	0	0	0	20	14	0	1	2	407	2016	0	0	1	74	0	0	0	00	
167	1	249	1	1	0	04242017	24	4	2017	0	32.73759444	-86.49047778	47	1	0	0	0	3	4	0	0	52	34	2012	0	0	1	0	0	0	0	99	
168	1	250	1	1	2340	04242017	24	4	2017	0	32.65232500	-85.35559167	28	20	0	0	0	3	4	0	0	20	2	2014	0	0	1	0	0	0	0	00	
169	1	253	1	1	2960	04272017	27	4	2017	0	33.58404167	-86.77336944	50	20	0	0	0	3	4	0	0	20	25	2012	0	0	1	0	0	0	0	99	
170	1	255	2	1	1050	04282017	28	4	2017	0	31.88640278	-85.14538889	25	1	0	0	0	3	5	0	0	7	25	2011	0	0	1	0	0	0	0	00	
171	1	259	1	1	0	04292017	29	4	2017	0	34.69915278	-87.78613056	63	1	0	0	0	20	4	0	1	30	46	2015	0	0	1	28	0	0	0	99	
172	1	263	1	1	0	05032017	3	5	2017	0	34.42418333	-85.93898333	55	1	0	0	0	20	4	0	1	6	43	2008	0	0	1	89	28	0	0	99	
