"","casenum","statenum","vehnum","persontotal","agemin","agemax","numfatal","day","month","year","date","modelyear","make","cellphoneuse"
"4612",266,32,2,2,37,54,0,16,9,2016,"09/2016",2016,63,0
"4613",266,32,3,2,25,29,0,16,9,2016,"09/2016",2015,12,0
"4614",266,32,4,5,30,40,0,16,9,2016,"09/2016",2012,35,0
"4615",266,32,5,2,36,41,0,16,9,2016,"09/2016",2012,49,0
"4616",271,32,2,5,21,24,3,17,12,2016,"12/2016",2009,55,0
"4617",272,32,1,2,22,27,1,17,11,2016,"11/2016",2010,12,0
"4618",272,32,2,1,23,23,0,17,11,2016,"11/2016",2008,35,0
"4619",272,32,3,1,34,34,0,17,11,2016,"11/2016",2008,20,0
"4620",282,32,1,2,28,28,0,28,9,2016,"09/2016",2016,55,0
"4621",282,32,2,1,85,85,1,28,9,2016,"09/2016",2012,55,0
"4622",293,32,1,2,20,40,0,1,12,2016,"12/2016",2010,59,0
"4623",301,32,1,4,7,39,0,20,12,2016,"12/2016",2016,59,0
"4624",6,33,2,3,2,35,0,14,1,2016,"01/2016",2011,49,0
"4625",7,33,1,2,26,27,0,23,1,2016,"01/2016",2010,7,0
"4626",11,33,1,2,20,23,0,22,1,2016,"01/2016",2009,35,0
"4627",16,33,1,2,48,49,1,17,3,2016,"03/2016",2008,12,0
"4628",42,33,1,1,38,38,0,25,5,2016,"05/2016",2009,48,0
"4629",42,33,2,2,4,34,1,25,5,2016,"05/2016",2015,35,0
"4630",50,33,2,2,74,85,0,9,6,2016,"06/2016",2013,55,0
"4631",51,33,1,3,4,71,0,12,6,2016,"06/2016",2014,63,0
"4632",54,33,1,4,14,36,1,20,6,2016,"06/2016",2008,23,0
"4633",61,33,1,1,19,19,1,17,7,2016,"07/2016",2009,49,0
"4634",61,33,2,2,37,39,0,17,7,2016,"07/2016",2016,12,0
"4635",78,33,1,3,32,40,1,10,8,2016,"08/2016",2013,7,0
"4636",79,33,1,3,25,41,1,19,8,2016,"08/2016",2013,12,0
"4637",84,33,2,2,44,47,0,5,9,2016,"09/2016",2015,12,0
"4638",93,33,1,2,44,44,0,11,9,2016,"09/2016",2013,35,0
"4639",100,33,1,1,59,59,1,9,10,2016,"10/2016",2012,49,0
"4640",100,33,4,1,76,76,0,9,10,2016,"10/2016",2012,35,0
"4641",102,33,1,1,50,50,0,10,10,2016,"10/2016",2016,12,0
"4642",102,33,2,1,62,62,1,10,10,2016,"10/2016",2015,35,0
"4643",102,33,3,1,67,67,0,10,10,2016,"10/2016",2008,35,0
"4644",102,33,4,2,37,48,0,10,10,2016,"10/2016",2016,29,0
"4645",102,33,5,1,25,25,0,10,10,2016,"10/2016",2015,48,0
"4646",109,33,1,1,45,45,0,1,11,2016,"11/2016",2010,37,0
"4647",109,33,2,1,25,25,0,1,11,2016,"11/2016",2015,63,0
"4648",111,33,2,2,50,63,0,6,11,2016,"11/2016",2015,12,0
"4649",128,33,1,2,23,28,0,20,12,2016,"12/2016",2010,49,0
"4650",4,34,1,1,79,79,1,22,1,2016,"01/2016",2015,55,0
"4651",4,34,2,1,78,78,0,22,1,2016,"01/2016",2011,55,0
"4652",6,34,1,3,32,59,0,1,1,2016,"01/2016",2009,35,0
"4653",16,34,1,4,30,45,1,21,1,2016,"01/2016",2013,20,0
"4654",42,34,1,2,78,79,1,25,3,2016,"03/2016",2013,55,0
"4655",45,34,1,1,21,21,0,15,4,2016,"04/2016",2013,37,0
"4656",45,34,3,2,53,57,0,15,4,2016,"04/2016",2009,49,0
"4657",46,34,2,2,7,38,0,16,4,2016,"04/2016",2008,37,0
"4658",48,34,2,2,16,40,0,7,1,2016,"01/2016",2012,55,0
"4659",54,34,1,2,20,21,0,16,1,2016,"01/2016",2013,59,0
"4660",57,34,1,2,62,75,0,28,2,2016,"02/2016",2015,6,0
"4661",59,34,1,2,24,24,1,6,2,2016,"02/2016",2015,2,0
"4662",72,34,1,1,80,80,1,8,1,2016,"01/2016",2012,49,0
"4663",72,34,2,2,19,19,0,8,1,2016,"01/2016",2011,30,0
"4664",76,34,1,2,22,23,0,6,2,2016,"02/2016",2013,35,0
"4665",86,34,1,2,80,81,1,8,1,2016,"01/2016",2012,20,0
"4666",89,34,1,2,27,29,1,20,1,2016,"01/2016",2012,20,0
"4667",89,34,2,1,54,54,0,20,1,2016,"01/2016",2015,34,0
"4668",96,34,1,3,23,36,0,28,2,2016,"02/2016",2008,58,0
"4669",97,34,2,2,32,33,1,28,3,2016,"03/2016",2012,37,0
"4670",98,34,1,2,24,24,0,3,1,2016,"01/2016",2008,32,0
"4671",99,34,1,2,88,89,1,8,1,2016,"01/2016",2012,18,0
"4672",112,34,1,1,32,32,0,20,2,2016,"02/2016",2016,7,0
"4673",112,34,2,1,64,64,1,20,2,2016,"02/2016",2010,49,0
"4674",121,34,1,2,70,77,1,14,3,2016,"03/2016",2014,49,0
"4675",123,34,1,2,0,28,1,9,3,2016,"03/2016",2015,37,0
"4676",126,34,1,1,31,31,1,1,4,2016,"04/2016",2012,37,0
"4677",126,34,2,3,23,52,0,1,4,2016,"04/2016",2014,42,0
"4678",150,34,2,2,82,90,0,4,5,2016,"05/2016",2010,59,0
"4679",170,34,1,2,22,31,0,31,5,2016,"05/2016",2010,49,0
"4680",188,34,2,1,29,29,0,27,6,2016,"06/2016",2016,41,0
"4681",188,34,3,1,21,21,0,27,6,2016,"06/2016",2014,7,0
"4682",188,34,4,1,31,31,0,27,6,2016,"06/2016",2010,12,0
"4683",188,34,6,2,22,23,0,27,6,2016,"06/2016",2015,35,0
"4684",193,34,1,3,2,88,1,4,6,2016,"06/2016",2012,35,0
"4685",195,34,1,1,60,60,1,25,6,2016,"06/2016",2010,23,0
"4686",195,34,2,1,24,24,0,25,6,2016,"06/2016",2008,42,0
"4687",200,34,1,1,26,26,1,18,4,2016,"04/2016",2009,32,0
"4688",200,34,2,2,2,24,0,18,4,2016,"04/2016",2012,49,0
"4689",212,34,1,3,4,39,0,20,5,2016,"05/2016",2009,37,0
"4690",216,34,1,2,19,21,0,27,5,2016,"05/2016",2015,35,0
"4691",221,34,1,2,23,24,1,5,6,2016,"06/2016",2013,7,0
"4692",226,34,1,4,22,31,2,25,6,2016,"06/2016",2016,35,0
"4693",229,34,1,3,47,72,0,29,6,2016,"06/2016",2012,12,0
"4694",235,34,2,2,55,62,0,24,7,2016,"07/2016",2010,20,0
"4695",235,34,3,2,25,25,0,24,7,2016,"07/2016",2009,12,0
"4696",237,34,3,2,75,75,0,3,7,2016,"07/2016",2011,2,0
"4697",239,34,1,2,71,72,1,3,7,2016,"07/2016",2013,59,0
"4698",239,34,2,1,21,21,0,3,7,2016,"07/2016",2011,63,0
"4699",239,34,3,1,44,44,0,3,7,2016,"07/2016",2010,37,0
"4700",245,34,1,1,19,19,0,1,7,2016,"07/2016",2009,34,0
"4701",245,34,2,1,33,33,1,1,7,2016,"07/2016",2016,12,0
"4702",245,34,3,1,27,27,0,1,7,2016,"07/2016",2014,20,0
"4703",245,34,4,1,38,38,0,1,7,2016,"07/2016",2016,12,0
"4704",245,34,5,1,23,23,0,1,7,2016,"07/2016",2016,41,0
"4705",252,34,1,2,26,26,0,9,7,2016,"07/2016",2016,55,0
"4706",255,34,1,3,16,19,0,26,7,2016,"07/2016",2012,49,0
"4707",258,34,1,3,1,35,0,21,7,2016,"07/2016",2015,59,0
"4708",260,34,1,1,41,41,1,8,7,2016,"07/2016",2010,37,0
"4709",260,34,2,1,43,43,0,8,7,2016,"07/2016",2014,7,0
"4710",267,34,2,2,24,26,0,3,7,2016,"07/2016",2016,20,0
"4711",268,34,1,4,19,27,1,7,7,2016,"07/2016",2013,37,0
"4712",269,34,1,2,17,18,0,5,7,2016,"07/2016",2008,37,0
"4713",275,34,1,3,4,47,0,22,7,2016,"07/2016",2010,12,0
"4714",283,34,2,4,16,17,0,21,6,2016,"06/2016",2010,2,0
"4715",293,34,1,2,77,78,2,8,8,2016,"08/2016",2015,6,0
"4716",302,34,1,2,70,77,0,21,8,2016,"08/2016",2013,59,0
"4717",307,34,1,4,22,33,1,28,5,2016,"05/2016",2015,63,0
"4718",309,34,1,3,17,20,0,29,7,2016,"07/2016",2014,55,0
"4719",311,34,1,1,50,50,1,22,8,2016,"08/2016",2012,63,0
"4720",311,34,2,1,31,31,0,22,8,2016,"08/2016",2014,12,0
"4721",312,34,1,2,72,74,1,1,8,2016,"08/2016",2015,55,0
"4722",313,34,2,2,26,28,0,7,8,2016,"08/2016",2014,48,0
"4723",319,34,1,2,31,49,1,18,3,2016,"03/2016",2016,7,0
"4724",324,34,1,2,21,22,2,25,7,2016,"07/2016",2009,37,0
"4725",328,34,1,4,1,30,1,17,8,2016,"08/2016",2013,55,0
"4726",329,34,1,2,70,84,1,18,8,2016,"08/2016",2011,42,0
"4727",332,34,1,2,34,41,0,18,8,2016,"08/2016",2011,52,0
"4728",341,34,1,1,29,29,0,20,8,2016,"08/2016",2008,20,0
"4729",341,34,3,2,33,33,0,20,8,2016,"08/2016",2014,30,0
"4730",342,34,2,2,53,54,0,26,8,2016,"08/2016",2014,34,0
"4731",348,34,2,3,14,33,0,6,8,2016,"08/2016",2012,35,0
"4732",350,34,1,4,12,71,1,18,9,2016,"09/2016",2009,37,0
"4733",350,34,2,2,24,25,0,18,9,2016,"09/2016",2013,37,0
"4734",353,34,2,2,27,69,0,28,9,2016,"09/2016",2011,49,0
"4735",355,34,1,2,81,92,1,7,9,2016,"09/2016",2015,37,0
"4736",355,34,2,1,54,54,0,7,9,2016,"09/2016",2013,20,0
"4737",360,34,2,2,44,45,1,28,9,2016,"09/2016",2016,20,0
"4738",361,34,1,1,85,85,1,17,9,2016,"09/2016",2008,49,0
"4739",361,34,2,2,15,17,0,17,9,2016,"09/2016",2016,30,0
"4740",367,34,1,1,53,53,1,30,9,2016,"09/2016",2015,35,0
"4741",367,34,2,2,8,32,0,30,9,2016,"09/2016",2012,12,0
"4742",369,34,2,4,42,77,1,6,9,2016,"09/2016",2015,35,0
"4743",378,34,1,2,21,22,0,23,4,2016,"04/2016",2011,49,0
"4744",378,34,2,4,1,37,0,23,4,2016,"04/2016",2010,49,0
"4745",386,34,1,2,25,43,1,16,10,2016,"10/2016",2008,13,0
"4746",392,34,2,1,27,27,0,5,10,2016,"10/2016",2014,35,0
"4747",392,34,3,1,22,22,0,5,10,2016,"10/2016",2017,55,0
"4748",392,34,5,4,9,51,0,5,10,2016,"10/2016",2013,49,0
"4749",397,34,1,2,39,57,1,28,10,2016,"10/2016",2009,12,0
"4750",406,34,1,2,25,31,2,28,10,2016,"10/2016",2010,37,0
"4751",409,34,1,3,76,90,1,23,10,2016,"10/2016",2015,55,0
"4752",411,34,1,2,55,69,0,24,11,2016,"11/2016",2009,37,0
"4753",413,34,2,2,17,29,1,8,11,2016,"11/2016",2016,12,0
"4754",414,34,2,2,58,58,0,6,11,2016,"11/2016",2010,35,0
"4755",415,34,2,2,21,24,0,12,11,2016,"11/2016",2010,12,0
"4756",420,34,1,2,36,37,1,7,11,2016,"11/2016",2009,20,0
"4757",432,34,2,2,21,22,0,14,7,2016,"07/2016",2010,20,0
"4758",432,34,4,1,44,44,0,14,7,2016,"07/2016",2016,6,0
"4759",432,34,6,1,59,59,0,14,7,2016,"07/2016",2013,42,0
"4760",435,34,2,1,60,60,1,14,7,2016,"07/2016",2010,20,0
"4761",435,34,3,1,45,45,0,14,7,2016,"07/2016",2015,63,0
"4762",436,34,1,1,35,35,1,22,7,2016,"07/2016",2011,37,0
"4763",436,34,3,1,25,25,0,22,7,2016,"07/2016",2015,49,0
"4764",446,34,1,2,56,88,1,25,10,2016,"10/2016",2009,55,0
"4765",449,34,1,1,50,50,0,12,10,2016,"10/2016",2016,12,0
"4766",449,34,2,1,77,77,1,12,10,2016,"10/2016",2009,12,0
"4767",452,34,2,2,16,17,0,4,8,2016,"08/2016",2009,35,0
"4768",457,34,1,5,11,19,0,8,10,2016,"10/2016",2015,49,0
"4769",469,34,1,2,71,74,0,3,11,2016,"11/2016",2009,37,0
"4770",474,34,1,3,2,39,0,3,11,2016,"11/2016",2011,58,0
"4771",476,34,1,1,29,29,0,5,11,2016,"11/2016",2010,30,0
"4772",476,34,2,1,74,74,1,5,11,2016,"11/2016",2016,37,0
"4773",480,34,1,1,73,73,0,22,11,2016,"11/2016",2009,35,0
"4774",480,34,2,1,21,21,0,22,11,2016,"11/2016",2011,63,0
"4775",480,34,3,1,53,53,0,22,11,2016,"11/2016",2008,20,0
"4776",486,34,2,2,4,60,0,2,9,2016,"09/2016",2010,12,0
"4777",504,34,1,2,27,37,1,19,11,2016,"11/2016",2014,2,0
"4778",515,34,1,2,13,65,1,12,11,2016,"11/2016",2010,7,0
"4779",524,34,1,1,61,61,1,5,12,2016,"12/2016",2014,49,0
"4780",524,34,2,1,31,31,1,5,12,2016,"12/2016",2011,12,0
"4781",542,34,1,1,58,58,0,9,11,2016,"11/2016",2009,2,0
"4782",542,34,2,1,78,78,1,9,11,2016,"11/2016",2014,55,0
"4783",551,34,1,2,1,36,1,30,12,2016,"12/2016",2012,37,0
"4784",551,34,2,3,4,28,0,30,12,2016,"12/2016",2008,23,0
"4785",552,34,2,2,0,35,0,21,12,2016,"12/2016",2014,63,0
"4786",555,34,1,2,72,73,1,8,12,2016,"12/2016",2016,37,0
"4787",555,34,2,1,38,38,0,8,12,2016,"12/2016",2011,7,0
"4788",559,34,3,2,21,24,0,10,12,2016,"12/2016",2015,55,0
"4789",562,34,2,1,24,24,1,16,10,2016,"10/2016",2014,49,0
"4790",562,34,3,2,27,31,1,16,10,2016,"10/2016",2016,49,0
"4791",562,34,4,1,23,23,0,16,10,2016,"10/2016",2013,13,0
"4792",565,34,2,2,8,27,0,29,11,2016,"11/2016",2010,35,0
"4793",565,34,3,2,20,22,0,29,11,2016,"11/2016",2015,12,0
"4794",565,34,4,1,61,61,0,29,11,2016,"11/2016",2015,49,0
"4795",567,34,2,2,11,47,0,16,12,2016,"12/2016",2016,37,0
"4796",574,34,1,2,3,29,0,18,12,2016,"12/2016",2008,35,0
"4797",574,34,2,5,18,24,0,18,12,2016,"12/2016",2016,59,0
"4798",17,35,1,5,27,36,3,5,2,2016,"02/2016",2014,7,0
"4799",22,35,1,5,49,76,1,2,2,2016,"02/2016",2008,35,0
"4800",26,35,3,4,1,28,0,5,1,2016,"01/2016",2008,19,0
"4801",27,35,1,3,18,26,0,10,1,2016,"01/2016",2010,7,0
"4802",34,35,1,4,34,58,1,18,2,2016,"02/2016",2015,12,0
"4803",42,35,1,1,64,64,1,4,2,2016,"02/2016",2011,23,0
"4804",42,35,2,1,33,33,0,4,2,2016,"02/2016",2015,20,0
"4805",47,35,1,2,1,26,0,2,2,2016,"02/2016",2016,20,0
"4806",49,35,2,2,65,66,2,7,3,2016,"03/2016",2014,2,0
"4807",52,35,1,1,69,69,1,16,3,2016,"03/2016",2008,20,0
"4808",52,35,2,2,26,42,2,16,3,2016,"03/2016",2015,12,0
"4809",72,35,1,2,73,79,1,1,4,2016,"04/2016",2008,12,0
"4810",75,35,1,2,74,92,2,9,4,2016,"04/2016",2013,18,0
"4811",76,35,2,3,12,23,0,9,4,2016,"04/2016",2011,20,0
"4812",81,35,1,1,26,26,1,15,4,2016,"04/2016",2014,7,0
"4813",81,35,3,1,31,31,0,15,4,2016,"04/2016",2014,20,0
"4814",97,35,1,3,16,23,0,29,4,2016,"04/2016",2008,22,0
"4815",97,35,2,3,4,24,1,29,4,2016,"04/2016",2013,7,0
"4816",101,35,1,3,5,58,1,9,4,2016,"04/2016",2011,35,0
"4817",126,35,2,3,20,52,2,27,5,2016,"05/2016",2013,12,0
"4818",132,35,1,4,28,42,1,31,5,2016,"05/2016",2011,7,0
"4819",135,35,1,1,21,21,1,3,6,2016,"06/2016",2013,7,0
"4820",135,35,2,3,21,60,1,3,6,2016,"06/2016",2016,7,0
"4821",137,35,1,2,23,25,1,6,6,2016,"06/2016",2012,49,0
"4822",162,35,1,2,0,25,0,5,6,2016,"06/2016",2014,7,0
"4823",185,35,2,2,2,21,0,11,7,2016,"07/2016",2014,7,0
"4824",186,35,2,2,68,69,0,30,7,2016,"07/2016",2012,35,0
"4825",190,35,1,3,4,74,3,16,7,2016,"07/2016",2009,24,0
"4826",193,35,2,2,66,68,0,21,6,2016,"06/2016",2012,7,0
"4827",197,35,1,3,6,69,1,22,7,2016,"07/2016",2008,13,0
"4828",197,35,2,1,28,28,0,22,7,2016,"07/2016",2011,12,0
"4829",199,35,1,2,27,36,1,30,7,2016,"07/2016",2015,20,0
"4830",211,35,1,1,56,56,1,18,8,2016,"08/2016",2014,49,0
"4831",211,35,2,1,66,66,1,18,8,2016,"08/2016",2012,12,0
"4832",212,35,1,1,48,48,0,19,8,2016,"08/2016",2012,49,0
"4833",212,35,2,1,69,69,1,19,8,2016,"08/2016",2008,37,0
"4834",213,35,1,3,28,65,1,3,8,2016,"08/2016",2013,55,0
"4835",216,35,2,2,70,83,0,15,8,2016,"08/2016",2016,20,0
"4836",216,35,3,1,54,54,0,15,8,2016,"08/2016",2016,20,0
"4837",232,35,1,4,7,70,1,29,7,2016,"07/2016",2011,12,0
"4838",234,35,2,3,27,54,0,29,8,2016,"08/2016",2011,12,0
"4839",241,35,2,8,2,51,0,17,9,2016,"09/2016",2015,20,0
"4840",241,35,4,4,20,46,0,17,9,2016,"09/2016",2010,37,0
"4841",248,35,1,2,2,51,1,18,9,2016,"09/2016",2011,37,0
"4842",253,35,1,4,29,38,2,9,9,2016,"09/2016",2008,23,0
"4843",258,35,1,2,81,83,2,5,9,2016,"09/2016",2016,49,0
"4844",260,35,1,2,21,21,0,23,9,2016,"09/2016",2016,23,0
"4845",263,35,1,2,5,38,0,1,10,2016,"10/2016",2008,62,0
"4846",265,35,1,2,19,23,2,20,7,2016,"07/2016",2015,2,0
"4847",266,35,1,2,36,37,0,10,8,2016,"08/2016",2009,52,0
"4848",271,35,1,2,36,38,0,10,10,2016,"10/2016",2014,12,0
"4849",271,35,2,1,43,43,1,10,10,2016,"10/2016",2012,37,0
"4850",275,35,2,2,39,44,0,7,10,2016,"10/2016",2009,20,0
"4851",279,35,1,2,19,30,1,18,10,2016,"10/2016",2010,12,0
"4852",289,35,1,2,23,26,1,23,10,2016,"10/2016",2014,7,0
"4853",291,35,1,2,26,60,0,14,10,2016,"10/2016",2014,7,0
"4854",292,35,1,3,20,27,1,9,10,2016,"10/2016",2008,41,0
"4855",318,35,1,1,20,20,0,3,12,2016,"12/2016",2016,6,0
"4856",318,35,2,1,20,20,0,3,12,2016,"12/2016",2008,52,0
"4857",321,35,1,2,26,48,1,7,12,2016,"12/2016",2010,14,0
"4858",324,35,1,2,22,23,1,15,12,2016,"12/2016",2008,7,0
"4859",325,35,1,2,20,22,0,29,12,2016,"12/2016",2013,7,0
"4860",326,35,2,1,68,68,1,17,12,2016,"12/2016",2010,23,0
"4861",326,35,5,2,30,46,0,17,12,2016,"12/2016",2014,12,0
"4862",328,35,1,2,16,24,1,8,12,2016,"12/2016",2008,7,0
"4863",329,35,2,4,60,81,0,8,10,2016,"10/2016",2013,7,0
"4864",338,35,1,2,27,29,1,28,11,2016,"11/2016",2010,20,0
"4865",350,35,1,2,61,61,0,3,12,2016,"12/2016",2012,49,0
"4866",352,35,1,5,14,46,0,21,12,2016,"12/2016",2010,37,0
"4867",353,35,1,2,83,86,1,18,12,2016,"12/2016",2013,6,0
"4868",356,35,1,2,26,27,1,19,11,2016,"11/2016",2008,6,0
"4869",360,35,1,2,27,27,0,14,12,2016,"12/2016",2014,12,0
"4870",362,35,2,2,58,60,0,15,1,2016,"01/2016",2015,12,0
"4871",1,36,1,3,16,70,1,2,1,2016,"01/2016",2008,42,0
"4872",8,36,3,4,3,41,0,8,1,2016,"01/2016",2009,34,0
"4873",12,36,2,2,74,77,2,8,1,2016,"01/2016",2013,37,0
"4874",30,36,1,1,42,42,1,17,1,2016,"01/2016",2008,49,0
"4875",30,36,2,1,62,62,0,17,1,2016,"01/2016",2013,12,0
"4876",42,36,1,1,44,44,1,25,1,2016,"01/2016",2011,49,0
"4877",42,36,2,1,20,20,0,25,1,2016,"01/2016",2014,32,0
"4878",54,36,1,1,34,34,0,30,1,2016,"01/2016",2009,34,0
"4879",54,36,2,2,20,26,0,30,1,2016,"01/2016",2011,12,0
"4880",56,36,1,2,20,20,1,30,1,2016,"01/2016",2008,52,0
"4881",73,36,1,2,87,89,1,13,2,2016,"02/2016",2012,48,0
"4882",80,36,1,3,9,48,0,28,2,2016,"02/2016",2014,12,0
"4883",88,36,2,1,21,21,0,30,1,2016,"01/2016",2015,37,0
"4884",90,36,1,2,40,43,1,19,2,2016,"02/2016",2008,12,0
"4885",107,36,1,2,76,88,0,20,2,2016,"02/2016",2013,13,0
"4886",119,36,1,3,26,26,2,2,2,2016,"02/2016",2015,55,0
"4887",120,36,3,2,61,68,0,19,2,2016,"02/2016",2014,55,0
"4888",126,36,2,2,56,65,0,5,3,2016,"03/2016",2016,63,0
"4889",136,36,1,1,21,21,0,26,2,2016,"02/2016",2014,12,0
"4890",136,36,2,1,25,25,1,26,2,2016,"02/2016",2014,20,0
"4891",139,36,4,2,26,26,0,5,3,2016,"03/2016",2014,35,0
"4892",143,36,1,2,19,20,1,25,3,2016,"03/2016",2011,30,0
"4893",156,36,2,3,13,68,0,25,3,2016,"03/2016",2015,63,0
"4894",156,36,3,1,69,69,0,25,3,2016,"03/2016",2010,20,0
"4895",157,36,1,4,4,41,1,15,3,2016,"03/2016",2013,49,0
"4896",159,36,1,13,26,71,0,4,4,2016,"04/2016",2011,42,0
"4897",159,36,3,1,39,39,0,4,4,2016,"04/2016",2014,12,0
"4898",168,36,1,1,19,19,1,18,3,2016,"03/2016",2008,37,0
"4899",168,36,2,1,31,31,0,18,3,2016,"03/2016",2013,2,0
"4900",173,36,1,4,31,51,1,26,3,2016,"03/2016",2016,7,0
"4901",174,36,2,1,30,30,0,30,3,2016,"03/2016",2008,82,0
"4902",174,36,3,1,17,17,0,30,3,2016,"03/2016",2011,2,0
"4903",175,36,2,2,78,81,1,3,4,2016,"04/2016",2013,37,0
"4904",176,36,2,2,65,98,1,3,4,2016,"04/2016",2015,2,0
"4905",183,36,2,3,18,35,0,7,4,2016,"04/2016",2010,12,0
"4906",193,36,2,3,67,92,1,1,4,2016,"04/2016",2015,49,0
"4907",200,36,1,2,36,37,0,9,4,2016,"04/2016",2015,37,0
"4908",218,36,1,2,20,66,1,22,4,2016,"04/2016",2012,23,0
"4909",219,36,1,2,20,23,0,23,4,2016,"04/2016",2016,34,0
"4910",219,36,2,1,47,47,1,23,4,2016,"04/2016",2009,20,0
"4911",229,36,1,2,58,60,1,30,4,2016,"04/2016",2014,35,0
"4912",232,36,1,2,24,29,0,3,5,2016,"05/2016",2011,49,0
"4913",234,36,1,2,85,89,2,6,5,2016,"05/2016",2014,18,0
"4914",240,36,1,1,26,26,0,9,5,2016,"05/2016",2012,37,0
"4915",240,36,2,1,20,20,0,9,5,2016,"05/2016",2015,58,0
"4916",246,36,1,2,66,67,2,3,4,2016,"04/2016",2014,20,0
"4917",246,36,2,1,23,23,0,3,4,2016,"04/2016",2012,32,0
"4918",251,36,2,2,80,83,1,4,3,2016,"03/2016",2011,37,0
"4919",255,36,1,4,22,24,1,27,4,2016,"04/2016",2014,23,0
"4920",261,36,2,2,72,72,1,12,5,2016,"05/2016",2008,55,0
"4921",264,36,1,2,16,30,1,19,5,2016,"05/2016",2013,49,0
"4922",281,36,1,5,2,32,0,25,5,2016,"05/2016",2015,6,0
"4923",287,36,1,3,36,55,2,20,4,2016,"04/2016",2010,12,0
"4924",289,36,1,2,24,26,1,24,5,2016,"05/2016",2015,49,0
"4925",302,36,2,1,57,57,0,1,6,2016,"06/2016",2016,37,0
"4926",302,36,3,1,51,51,0,1,6,2016,"06/2016",2008,20,0
"4927",304,36,2,2,7,28,0,24,5,2016,"05/2016",2014,37,0
"4928",307,36,1,2,69,69,1,1,6,2016,"06/2016",2010,12,0
"4929",307,36,2,1,70,70,0,1,6,2016,"06/2016",2015,12,0
"4930",310,36,1,2,33,38,1,29,5,2016,"05/2016",2016,41,0
"4931",312,36,1,2,20,24,1,4,5,2016,"05/2016",2010,35,0
"4932",313,36,2,3,34,86,1,3,6,2016,"06/2016",2010,49,0
"4933",317,36,2,5,0,56,0,2,6,2016,"06/2016",2016,12,0
"4934",322,36,1,5,24,51,0,6,6,2016,"06/2016",2015,20,0
"4935",337,36,2,2,53,54,1,7,6,2016,"06/2016",2008,48,0
"4936",339,36,1,1,34,34,1,10,6,2016,"06/2016",2011,54,0
"4937",339,36,2,1,32,32,0,10,6,2016,"06/2016",2012,36,0
"4938",339,36,3,1,44,44,0,10,6,2016,"06/2016",2016,20,0
"4939",342,36,1,2,21,29,0,10,6,2016,"06/2016",2016,12,0
"4940",349,36,2,2,72,73,1,11,6,2016,"06/2016",2009,63,0
"4941",352,36,1,2,39,39,2,13,6,2016,"06/2016",2013,34,0
"4942",353,36,1,1,61,61,0,13,6,2016,"06/2016",2015,37,0
"4943",353,36,2,2,70,72,1,13,6,2016,"06/2016",2009,35,0
"4944",356,36,1,2,20,32,0,16,6,2016,"06/2016",2016,49,0
"4945",358,36,1,3,2,34,1,17,6,2016,"06/2016",2013,49,0
"4946",371,36,1,1,78,78,1,19,6,2016,"06/2016",2014,59,0
"4947",371,36,3,1,26,26,0,19,6,2016,"06/2016",2015,34,0
"4948",371,36,4,3,18,50,0,19,6,2016,"06/2016",2016,12,0
"4949",371,36,5,3,1,27,0,19,6,2016,"06/2016",2015,49,0
"4950",371,36,6,3,27,61,0,19,6,2016,"06/2016",2012,12,0
"4951",371,36,8,1,33,33,0,19,6,2016,"06/2016",2015,59,0
"4952",371,36,9,2,33,34,0,19,6,2016,"06/2016",2016,12,0
"4953",377,36,1,1,54,54,0,24,6,2016,"06/2016",2009,20,0
"4954",377,36,2,6,3,74,1,24,6,2016,"06/2016",2012,49,0
"4955",381,36,1,3,23,57,1,26,6,2016,"06/2016",2016,12,0
"4956",381,36,2,1,59,59,0,26,6,2016,"06/2016",2014,37,0
"4957",381,36,3,1,34,34,0,26,6,2016,"06/2016",2010,12,0
"4958",383,36,1,2,54,56,0,25,6,2016,"06/2016",2012,32,0
"4959",385,36,1,1,39,39,1,30,6,2016,"06/2016",2015,63,0
"4960",385,36,2,5,10,54,0,30,6,2016,"06/2016",2016,42,0
"4961",388,36,1,2,53,56,0,30,6,2016,"06/2016",2009,45,0
"4962",388,36,2,1,46,46,0,30,6,2016,"06/2016",2013,69,0
"4963",388,36,3,1,26,26,0,30,6,2016,"06/2016",2008,49,0
"4964",389,36,1,2,19,22,1,29,6,2016,"06/2016",2010,42,0
"4965",390,36,1,2,30,63,0,1,7,2016,"07/2016",2010,49,0
"4966",391,36,1,3,42,67,1,26,6,2016,"06/2016",2009,63,0
"4967",391,36,2,1,51,51,0,26,6,2016,"06/2016",2008,14,0
"4968",397,36,2,3,24,55,0,3,7,2016,"07/2016",2013,13,0
"4969",399,36,2,1,50,50,0,28,6,2016,"06/2016",2014,20,0
"4970",399,36,3,1,40,40,0,28,6,2016,"06/2016",2014,20,0
"4971",401,36,1,2,31,33,2,29,6,2016,"06/2016",2008,30,0
"4972",403,36,1,3,26,64,0,5,6,2016,"06/2016",2010,12,0
"4973",413,36,1,4,18,45,0,23,6,2016,"06/2016",2016,2,0
"4974",416,36,1,1,17,17,0,23,6,2016,"06/2016",2012,37,0
"4975",416,36,2,2,23,25,1,23,6,2016,"06/2016",2009,22,0
"4976",424,36,2,1,55,55,0,19,1,2016,"01/2016",2008,55,0
"4977",424,36,3,1,55,55,0,19,1,2016,"01/2016",2008,35,0
