"","casenum","statenum","vehnum","pnum","age","numfatal","day","month","year","date","modelyear","make","cellphoneuse","dup"
"1332",256,5,2,5,5,0,24,7,2016,"07/2016",2014,35,0,"yes"
"1333",258,5,1,1,70,0,25,7,2016,"07/2016",2008,37,0,"no"
"1334",263,5,1,1,83,1,31,7,2016,"07/2016",2015,6,0,"yes"
"1335",263,5,1,2,60,1,31,7,2016,"07/2016",2015,6,0,"yes"
"1336",264,5,1,1,24,0,28,7,2016,"07/2016",2010,20,0,"no"
"1337",265,5,1,1,67,1,31,7,2016,"07/2016",2015,12,0,"no"
"1338",267,5,1,1,41,1,30,7,2016,"07/2016",2008,30,0,"no"
"1339",269,5,2,1,41,0,9,8,2016,"08/2016",2016,7,0,"yes"
"1340",269,5,2,2,15,0,9,8,2016,"08/2016",2016,7,0,"yes"
"1341",270,5,2,1,17,0,8,8,2016,"08/2016",2011,49,0,"no"
"1342",272,5,1,1,24,1,8,8,2016,"08/2016",2012,12,0,"yes"
"1343",272,5,2,1,41,0,8,8,2016,"08/2016",2014,7,0,"yes"
"1344",273,5,2,1,16,0,3,8,2016,"08/2016",2010,20,0,"no"
"1345",281,5,1,1,23,0,18,8,2016,"08/2016",2015,20,0,"no"
"1346",283,5,1,1,66,1,20,8,2016,"08/2016",2009,20,0,"yes"
"1347",283,5,1,2,16,1,20,8,2016,"08/2016",2009,20,0,"yes"
"1348",287,5,1,1,19,0,29,8,2016,"08/2016",2011,35,0,"no"
"1349",288,5,3,1,50,0,25,8,2016,"08/2016",2016,2,0,"no"
"1350",291,5,1,1,61,0,29,8,2016,"08/2016",2012,23,0,"no"
"1351",297,5,1,1,35,1,5,9,2016,"09/2016",2012,35,0,"no"
"1352",299,5,2,1,32,0,8,9,2016,"09/2016",2014,20,0,"no"
"1353",301,5,2,1,74,1,10,9,2016,"09/2016",2014,23,0,"no"
"1354",306,5,1,1,20,0,14,7,2016,"07/2016",2016,41,0,"yes"
"1355",306,5,1,2,19,0,14,7,2016,"07/2016",2016,41,0,"yes"
"1356",308,5,1,1,60,1,3,8,2016,"08/2016",2015,20,0,"yes"
"1357",308,5,1,2,59,1,3,8,2016,"08/2016",2015,20,0,"yes"
"1358",308,5,1,3,45,1,3,8,2016,"08/2016",2015,20,0,"yes"
"1359",309,5,2,1,42,0,6,9,2016,"09/2016",2015,23,0,"no"
"1360",310,5,1,1,64,1,8,9,2016,"09/2016",2015,23,0,"yes"
"1361",310,5,2,1,68,0,8,9,2016,"09/2016",2015,23,0,"yes"
"1362",311,5,1,1,34,1,14,9,2016,"09/2016",2010,14,0,"no"
"1363",312,5,3,1,52,0,12,9,2016,"09/2016",2015,35,0,"no"
"1364",313,5,3,1,46,1,14,9,2016,"09/2016",2014,12,0,"yes"
"1365",313,5,3,2,53,1,14,9,2016,"09/2016",2014,12,0,"yes"
"1366",313,5,3,3,26,1,14,9,2016,"09/2016",2014,12,0,"yes"
"1367",313,5,3,4,19,1,14,9,2016,"09/2016",2014,12,0,"yes"
"1368",313,5,3,5,3,1,14,9,2016,"09/2016",2014,12,0,"yes"
"1369",313,5,3,6,0,1,14,9,2016,"09/2016",2014,12,0,"yes"
"1370",314,5,1,1,26,1,15,9,2016,"09/2016",2015,7,0,"no"
"1371",315,5,2,1,36,0,19,9,2016,"09/2016",2009,12,0,"no"
"1372",317,5,2,1,76,0,26,9,2016,"09/2016",2012,7,0,"no"
"1373",323,5,1,1,25,1,26,9,2016,"09/2016",2008,63,0,"yes"
"1374",323,5,1,2,27,1,26,9,2016,"09/2016",2008,63,0,"yes"
"1375",323,5,1,3,19,1,26,9,2016,"09/2016",2008,63,0,"yes"
"1376",323,5,1,4,56,1,26,9,2016,"09/2016",2008,63,0,"yes"
"1377",324,5,1,1,37,0,26,9,2016,"09/2016",2010,12,0,"no"
"1378",325,5,1,1,25,1,3,10,2016,"10/2016",2008,55,0,"yes"
"1379",325,5,1,2,5,1,3,10,2016,"10/2016",2008,55,0,"yes"
"1380",327,5,1,1,21,1,29,9,2016,"09/2016",2009,20,0,"no"
"1381",329,5,3,1,65,0,5,9,2016,"09/2016",2009,35,0,"yes"
"1382",329,5,3,2,56,0,5,9,2016,"09/2016",2009,35,0,"yes"
"1383",330,5,1,1,37,1,24,9,2016,"09/2016",2016,30,0,"yes"
"1384",330,5,1,2,80,1,24,9,2016,"09/2016",2016,30,0,"yes"
"1385",330,5,2,1,40,1,24,9,2016,"09/2016",2008,35,0,"yes"
"1386",330,5,2,2,74,1,24,9,2016,"09/2016",2008,35,0,"yes"
"1387",336,5,1,1,86,1,3,10,2016,"10/2016",2011,20,0,"no"
"1388",345,5,1,1,68,1,15,10,2016,"10/2016",2016,23,0,"yes"
"1389",345,5,1,2,6,1,15,10,2016,"10/2016",2016,23,0,"yes"
"1390",345,5,1,3,8,1,15,10,2016,"10/2016",2016,23,0,"yes"
"1391",345,5,1,4,8,1,15,10,2016,"10/2016",2016,23,0,"yes"
"1392",346,5,1,1,83,1,22,7,2016,"07/2016",2015,20,0,"no"
"1393",350,5,1,1,52,1,20,10,2016,"10/2016",2013,12,0,"yes"
"1394",350,5,2,1,19,0,20,10,2016,"10/2016",2014,35,0,"yes"
"1395",350,5,2,2,24,0,20,10,2016,"10/2016",2014,35,0,"yes"
"1396",350,5,2,3,20,0,20,10,2016,"10/2016",2014,35,0,"yes"
"1397",352,5,1,1,87,1,20,10,2016,"10/2016",2016,55,0,"no"
"1398",355,5,1,1,63,1,30,7,2016,"07/2016",2015,23,0,"no"
"1399",358,5,2,1,54,1,16,10,2016,"10/2016",2013,55,0,"no"
"1400",360,5,2,1,18,1,25,10,2016,"10/2016",2014,63,0,"yes"
"1401",360,5,2,2,18,1,25,10,2016,"10/2016",2014,63,0,"yes"
"1402",360,5,3,1,47,0,25,10,2016,"10/2016",2010,2,0,"yes"
"1403",363,5,1,1,17,1,13,9,2016,"09/2016",2008,35,0,"yes"
"1404",363,5,1,2,9,1,13,9,2016,"09/2016",2008,35,0,"yes"
"1405",363,5,1,3,5,1,13,9,2016,"09/2016",2008,35,0,"yes"
"1406",370,5,1,1,42,1,31,10,2016,"10/2016",2012,7,0,"no"
"1407",373,5,1,1,21,1,4,11,2016,"11/2016",2016,35,0,"yes"
"1408",373,5,1,2,31,1,4,11,2016,"11/2016",2016,35,0,"yes"
"1409",373,5,2,1,28,0,4,11,2016,"11/2016",2014,20,0,"yes"
"1410",377,5,2,1,33,0,7,11,2016,"11/2016",2012,12,0,"no"
"1411",381,5,1,1,57,0,15,11,2016,"11/2016",2015,20,0,"no"
"1412",382,5,1,1,60,0,14,11,2016,"11/2016",2013,20,0,"yes"
"1413",382,5,1,2,24,0,14,11,2016,"11/2016",2013,20,0,"yes"
"1414",383,5,1,1,41,1,11,11,2016,"11/2016",2009,69,0,"no"
"1415",386,5,1,1,39,0,3,11,2016,"11/2016",2016,2,0,"yes"
"1416",386,5,1,2,29,0,3,11,2016,"11/2016",2016,2,0,"yes"
"1417",386,5,1,3,1,0,3,11,2016,"11/2016",2016,2,0,"yes"
"1418",386,5,2,1,19,1,3,11,2016,"11/2016",2009,22,0,"yes"
"1419",386,5,2,2,19,1,3,11,2016,"11/2016",2009,22,0,"yes"
"1420",388,5,1,1,32,1,13,11,2016,"11/2016",2009,20,0,"no"
"1421",389,5,1,1,67,1,21,11,2016,"11/2016",2012,41,0,"no"
"1422",391,5,2,1,29,0,22,11,2016,"11/2016",2008,49,0,"yes"
"1423",391,5,2,2,4,0,22,11,2016,"11/2016",2008,49,0,"yes"
"1424",391,5,2,3,10,0,22,11,2016,"11/2016",2008,49,0,"yes"
"1425",392,5,1,1,86,0,15,11,2016,"11/2016",2015,18,0,"no"
"1426",393,5,1,1,21,1,18,11,2016,"11/2016",2016,63,0,"no"
"1427",395,5,1,1,88,1,15,11,2016,"11/2016",2012,37,0,"yes"
"1428",395,5,2,1,68,0,15,11,2016,"11/2016",2015,20,0,"yes"
"1429",395,5,2,2,67,0,15,11,2016,"11/2016",2015,20,0,"yes"
"1430",398,5,1,1,25,1,20,11,2016,"11/2016",2013,7,0,"no"
"1431",400,5,1,1,94,1,29,11,2016,"11/2016",2009,20,0,"yes"
"1432",400,5,1,2,13,1,29,11,2016,"11/2016",2009,20,0,"yes"
"1433",406,5,1,1,26,0,13,12,2016,"12/2016",2013,7,0,"yes"
"1434",406,5,3,1,25,0,13,12,2016,"12/2016",2012,12,0,"yes"
"1435",407,5,1,1,74,1,15,12,2016,"12/2016",2010,7,0,"no"
"1436",408,5,4,1,51,0,17,12,2016,"12/2016",2013,52,0,"no"
"1437",414,5,1,1,19,1,11,12,2016,"12/2016",2015,41,0,"no"
"1438",416,5,1,1,30,1,22,12,2016,"12/2016",2009,49,0,"yes"
"1439",416,5,2,1,16,0,22,12,2016,"12/2016",2013,12,0,"yes"
"1440",416,5,2,2,15,0,22,12,2016,"12/2016",2013,12,0,"yes"
"1441",419,5,1,1,67,1,21,12,2016,"12/2016",2013,12,0,"yes"
"1442",419,5,1,2,59,1,21,12,2016,"12/2016",2013,12,0,"yes"
"1443",419,5,2,1,67,0,21,12,2016,"12/2016",2008,49,0,"yes"
"1444",419,5,2,2,58,0,21,12,2016,"12/2016",2008,49,0,"yes"
"1445",420,5,2,1,35,0,14,12,2016,"12/2016",2009,20,0,"yes"
"1446",420,5,2,2,65,0,14,12,2016,"12/2016",2009,20,0,"yes"
"1447",422,5,1,1,74,1,12,12,2016,"12/2016",2009,12,0,"yes"
"1448",422,5,2,1,63,0,12,12,2016,"12/2016",2016,12,0,"yes"
"1449",422,5,3,1,52,0,12,12,2016,"12/2016",2009,22,0,"yes"
"1450",426,5,1,1,18,0,2,9,2016,"09/2016",2012,20,0,"no"
"1451",432,5,2,1,25,1,4,7,2016,"07/2016",2013,37,0,"yes"
"1452",432,5,2,2,57,1,4,7,2016,"07/2016",2013,37,0,"yes"
"1453",432,5,2,3,25,1,4,7,2016,"07/2016",2013,37,0,"yes"
"1454",436,5,1,1,30,0,7,8,2016,"08/2016",2013,20,0,"no"
"1455",446,5,1,1,48,1,11,10,2016,"10/2016",2009,20,0,"no"
"1456",449,5,1,1,25,0,27,10,2016,"10/2016",2012,6,0,"no"
"1457",451,5,2,1,63,2,21,12,2016,"12/2016",2016,7,0,"yes"
"1458",451,5,2,2,54,2,21,12,2016,"12/2016",2016,7,0,"yes"
"1459",455,5,1,1,42,0,11,10,2016,"10/2016",2015,63,0,"no"
"1460",456,5,1,1,82,1,28,12,2016,"12/2016",2009,20,0,"yes"
"1461",456,5,1,2,52,1,28,12,2016,"12/2016",2009,20,0,"yes"
"1462",457,5,1,1,54,0,30,12,2016,"12/2016",2014,59,0,"yes"
"1463",457,5,1,2,55,0,30,12,2016,"12/2016",2014,59,0,"yes"
"1464",457,5,1,3,18,0,30,12,2016,"12/2016",2014,59,0,"yes"
"1465",457,5,1,4,18,0,30,12,2016,"12/2016",2014,59,0,"yes"
"1466",457,5,2,1,49,0,30,12,2016,"12/2016",2017,58,0,"yes"
"1467",457,5,2,2,52,0,30,12,2016,"12/2016",2017,58,0,"yes"
"1468",457,5,2,3,52,0,30,12,2016,"12/2016",2017,58,0,"yes"
"1469",457,5,2,4,17,0,30,12,2016,"12/2016",2017,58,0,"yes"
"1470",457,5,2,5,17,0,30,12,2016,"12/2016",2017,58,0,"yes"
"1471",457,5,2,6,17,0,30,12,2016,"12/2016",2017,58,0,"yes"
"1472",457,5,3,1,39,0,30,12,2016,"12/2016",2015,7,0,"yes"
"1473",457,5,3,2,14,0,30,12,2016,"12/2016",2015,7,0,"yes"
"1474",457,5,3,3,13,0,30,12,2016,"12/2016",2015,7,0,"yes"
"1475",457,5,4,1,29,0,30,12,2016,"12/2016",2015,2,0,"yes"
"1476",457,5,5,1,20,0,30,12,2016,"12/2016",2012,59,0,"yes"
"1477",457,5,5,2,25,0,30,12,2016,"12/2016",2012,59,0,"yes"
"1478",457,5,5,3,52,0,30,12,2016,"12/2016",2012,59,0,"yes"
"1479",459,5,1,1,17,0,15,10,2016,"10/2016",2011,42,0,"yes"
"1480",459,5,3,1,60,0,15,10,2016,"10/2016",2015,49,0,"yes"
"1481",460,5,1,1,25,0,25,10,2016,"10/2016",2014,12,0,"yes"
"1482",460,5,2,1,76,1,25,10,2016,"10/2016",2009,35,0,"yes"
"1483",462,5,1,1,84,1,2,10,2016,"10/2016",2008,12,0,"yes"
"1484",462,5,2,1,40,0,2,10,2016,"10/2016",2011,12,0,"yes"
"1485",463,5,1,1,35,0,10,10,2016,"10/2016",2016,7,0,"yes"
"1486",463,5,2,1,24,2,10,10,2016,"10/2016",2011,20,0,"yes"
"1487",463,5,2,2,26,2,10,10,2016,"10/2016",2011,20,0,"yes"
"1488",464,5,2,1,44,0,12,10,2016,"10/2016",2015,12,0,"no"
"1489",470,5,1,1,27,0,18,10,2016,"10/2016",2009,7,0,"no"
"1490",472,5,1,1,31,3,22,11,2016,"11/2016",2013,12,0,"yes"
"1491",472,5,1,2,18,3,22,11,2016,"11/2016",2013,12,0,"yes"
"1492",472,5,1,3,20,3,22,11,2016,"11/2016",2013,12,0,"yes"
"1493",474,5,1,1,31,1,27,11,2016,"11/2016",2010,12,0,"no"
"1494",475,5,1,1,51,0,7,11,2016,"11/2016",2012,7,0,"no"
"1495",477,5,1,1,85,1,9,9,2016,"09/2016",2008,13,0,"no"
"1496",481,5,1,1,43,1,18,12,2016,"12/2016",2012,6,1,"no"
"1497",482,5,1,1,27,1,22,12,2016,"12/2016",2010,12,0,"no"
"1498",483,5,1,1,44,1,23,12,2016,"12/2016",2014,55,0,"yes"
"1499",483,5,1,2,42,1,23,12,2016,"12/2016",2014,55,0,"yes"
"1500",484,5,1,1,30,0,3,12,2016,"12/2016",2014,7,0,"yes"
"1501",484,5,1,2,30,0,3,12,2016,"12/2016",2014,7,0,"yes"
"1502",484,5,1,3,64,0,3,12,2016,"12/2016",2014,7,0,"yes"
"1503",484,5,1,4,65,0,3,12,2016,"12/2016",2014,7,0,"yes"
"1504",484,5,1,5,4,0,3,12,2016,"12/2016",2014,7,0,"yes"
"1505",484,5,1,6,1,0,3,12,2016,"12/2016",2014,7,0,"yes"
"1506",487,5,1,1,17,1,22,12,2016,"12/2016",2015,35,0,"no"
"1507",491,5,2,1,29,0,26,12,2016,"12/2016",2012,7,0,"yes"
"1508",491,5,2,2,19,0,26,12,2016,"12/2016",2012,7,0,"yes"
"1509",491,5,2,3,33,0,26,12,2016,"12/2016",2012,7,0,"yes"
"1510",496,5,1,1,55,1,8,10,2016,"10/2016",2010,6,0,"yes"
"1511",496,5,1,2,84,1,8,10,2016,"10/2016",2010,6,0,"yes"
"1512",496,5,1,3,47,1,8,10,2016,"10/2016",2010,6,0,"yes"
"1513",496,5,1,4,7,1,8,10,2016,"10/2016",2010,6,0,"yes"
"1514",497,5,1,1,74,1,7,12,2016,"12/2016",2008,35,0,"no"
"1515",500,5,1,1,53,1,19,12,2016,"12/2016",2016,7,1,"no"
"1516",501,5,2,1,38,0,5,12,2016,"12/2016",2011,23,0,"yes"
"1517",501,5,3,1,53,1,5,12,2016,"12/2016",2015,12,0,"yes"
"1518",503,5,1,1,41,0,11,9,2016,"09/2016",2008,6,0,"no"
"1519",508,5,1,1,46,1,20,11,2016,"11/2016",2013,23,0,"yes"
"1520",508,5,1,2,12,1,20,11,2016,"11/2016",2013,23,0,"yes"
"1521",509,5,1,1,19,0,29,11,2016,"11/2016",2008,20,0,"yes"
"1522",509,5,1,2,19,0,29,11,2016,"11/2016",2008,20,0,"yes"
"1523",509,5,1,3,19,0,29,11,2016,"11/2016",2008,20,0,"yes"
"1524",511,5,1,1,89,0,7,5,2016,"05/2016",2010,20,0,"yes"
"1525",511,5,1,2,90,0,7,5,2016,"05/2016",2010,20,0,"yes"
"1526",512,5,1,1,25,0,24,7,2016,"07/2016",2012,35,0,"no"
"1527",515,5,1,1,41,0,14,11,2016,"11/2016",2008,35,0,"no"
"1528",516,5,1,1,66,0,1,12,2016,"12/2016",2013,19,0,"no"
"1529",3,6,1,1,57,1,3,1,2016,"01/2016",2013,49,0,"yes"
"1530",3,6,1,2,83,1,3,1,2016,"01/2016",2013,49,0,"yes"
"1531",9,6,1,1,27,0,8,1,2016,"01/2016",2009,22,0,"yes"
"1532",9,6,1,2,25,0,8,1,2016,"01/2016",2009,22,0,"yes"
"1533",11,6,1,1,33,1,10,1,2016,"01/2016",2011,49,0,"no"
"1534",14,6,1,1,30,1,11,1,2016,"01/2016",2015,37,0,"no"
"1535",15,6,1,1,29,0,11,1,2016,"01/2016",2015,37,0,"no"
"1536",23,6,2,1,27,0,10,1,2016,"01/2016",2008,37,0,"yes"
"1537",23,6,2,2,26,0,10,1,2016,"01/2016",2008,37,0,"yes"
"1538",23,6,2,3,25,0,10,1,2016,"01/2016",2008,37,0,"yes"
"1539",23,6,2,4,21,0,10,1,2016,"01/2016",2008,37,0,"yes"
"1540",26,6,1,1,24,1,16,1,2016,"01/2016",2011,12,0,"yes"
"1541",26,6,1,2,22,1,16,1,2016,"01/2016",2011,12,0,"yes"
"1542",26,6,1,3,21,1,16,1,2016,"01/2016",2011,12,0,"yes"
"1543",26,6,1,4,21,1,16,1,2016,"01/2016",2011,12,0,"yes"
"1544",27,6,1,1,43,1,5,1,2016,"01/2016",2012,35,0,"no"
"1545",29,6,1,1,22,0,9,1,2016,"01/2016",2012,37,0,"no"
"1546",32,6,1,1,28,1,15,1,2016,"01/2016",2015,12,0,"yes"
"1547",32,6,2,1,50,0,15,1,2016,"01/2016",2014,20,0,"yes"
"1548",32,6,2,2,37,0,15,1,2016,"01/2016",2014,20,0,"yes"
"1549",32,6,3,1,64,0,15,1,2016,"01/2016",2011,55,0,"yes"
"1550",32,6,3,2,73,0,15,1,2016,"01/2016",2011,55,0,"yes"
"1551",32,6,3,3,22,0,15,1,2016,"01/2016",2011,55,0,"yes"
"1552",32,6,3,4,18,0,15,1,2016,"01/2016",2011,55,0,"yes"
"1553",34,6,2,1,28,0,17,1,2016,"01/2016",2011,34,0,"no"
"1554",40,6,1,1,25,1,5,1,2016,"01/2016",2012,6,0,"no"
"1555",41,6,1,1,26,0,6,1,2016,"01/2016",2010,49,0,"no"
"1556",43,6,1,1,86,1,23,1,2016,"01/2016",2014,37,0,"yes"
"1557",43,6,1,2,84,1,23,1,2016,"01/2016",2014,37,0,"yes"
"1558",48,6,1,1,32,0,23,1,2016,"01/2016",2011,42,0,"no"
"1559",49,6,1,1,67,1,6,1,2016,"01/2016",2014,59,0,"yes"
"1560",49,6,1,2,90,1,6,1,2016,"01/2016",2014,59,0,"yes"
"1561",49,6,1,3,86,1,6,1,2016,"01/2016",2014,59,0,"yes"
"1562",51,6,4,1,20,0,19,1,2016,"01/2016",2013,12,0,"yes"
"1563",51,6,4,2,23,0,19,1,2016,"01/2016",2013,12,0,"yes"
"1564",51,6,4,3,21,0,19,1,2016,"01/2016",2013,12,0,"yes"
"1565",51,6,4,4,32,0,19,1,2016,"01/2016",2013,12,0,"yes"
"1566",53,6,2,1,44,0,22,1,2016,"01/2016",2015,55,0,"no"
"1567",54,6,1,1,25,2,24,1,2016,"01/2016",2015,49,0,"yes"
"1568",54,6,1,2,25,2,24,1,2016,"01/2016",2015,49,0,"yes"
"1569",57,6,1,1,22,0,24,1,2016,"01/2016",2010,49,0,"no"
"1570",62,6,2,1,35,0,27,1,2016,"01/2016",2010,37,0,"yes"
"1571",62,6,2,2,26,0,27,1,2016,"01/2016",2010,37,0,"yes"
"1572",65,6,1,1,52,0,29,1,2016,"01/2016",2015,69,0,"no"
"1573",71,6,2,1,36,0,6,1,2016,"01/2016",2010,54,0,"yes"
"1574",71,6,2,2,7,0,6,1,2016,"01/2016",2010,54,0,"yes"
"1575",71,6,2,3,17,0,6,1,2016,"01/2016",2010,54,0,"yes"
"1576",73,6,1,1,35,0,22,1,2016,"01/2016",2015,55,0,"yes"
"1577",73,6,1,2,31,0,22,1,2016,"01/2016",2015,55,0,"yes"
"1578",76,6,1,1,54,0,1,2,2016,"02/2016",2016,20,0,"no"
"1579",78,6,1,1,23,2,16,1,2016,"01/2016",2015,19,0,"yes"
"1580",78,6,1,2,23,2,16,1,2016,"01/2016",2015,19,0,"yes"
"1581",78,6,1,3,24,2,16,1,2016,"01/2016",2015,19,0,"yes"
"1582",78,6,1,4,22,2,16,1,2016,"01/2016",2015,19,0,"yes"
"1583",79,6,1,1,39,1,6,1,2016,"01/2016",2008,12,0,"no"
"1584",83,6,1,1,27,1,10,1,2016,"01/2016",2008,55,0,"yes"
"1585",83,6,1,2,6,1,10,1,2016,"01/2016",2008,55,0,"yes"
"1586",84,6,1,1,28,2,10,1,2016,"01/2016",2016,45,0,"yes"
"1587",84,6,1,2,25,2,10,1,2016,"01/2016",2016,45,0,"yes"
"1588",91,6,2,1,52,0,19,1,2016,"01/2016",2016,49,0,"no"
"1589",96,6,1,1,21,1,6,2,2016,"02/2016",2011,37,0,"yes"
"1590",96,6,1,2,4,1,6,2,2016,"02/2016",2011,37,0,"yes"
"1591",105,6,1,1,50,0,7,1,2016,"01/2016",2013,20,0,"yes"
"1592",105,6,1,2,24,0,7,1,2016,"01/2016",2013,20,0,"yes"
"1593",110,6,1,1,24,0,2,2,2016,"02/2016",2010,7,0,"no"
"1594",113,6,3,1,25,0,16,1,2016,"01/2016",2013,7,0,"yes"
"1595",113,6,3,2,23,0,16,1,2016,"01/2016",2013,7,0,"yes"
"1596",113,6,3,3,3,0,16,1,2016,"01/2016",2013,7,0,"yes"
"1597",113,6,3,4,0,0,16,1,2016,"01/2016",2013,7,0,"yes"
"1598",114,6,2,1,41,0,7,2,2016,"02/2016",2012,12,0,"no"
"1599",115,6,1,1,77,1,19,1,2016,"01/2016",2011,35,0,"yes"
"1600",115,6,1,2,59,1,19,1,2016,"01/2016",2011,35,0,"yes"
"1601",117,6,1,1,31,0,31,1,2016,"01/2016",2015,12,0,"no"
"1602",119,6,1,1,23,0,16,2,2016,"02/2016",2015,37,0,"no"
"1603",120,6,2,1,17,0,6,2,2016,"02/2016",2012,12,0,"yes"
"1604",120,6,2,2,11,0,6,2,2016,"02/2016",2012,12,0,"yes"
"1605",122,6,1,1,41,0,16,2,2016,"02/2016",2016,41,0,"yes"
"1606",122,6,3,1,42,0,16,2,2016,"02/2016",2011,49,0,"yes"
"1607",124,6,1,1,22,0,12,2,2016,"02/2016",2013,30,0,"no"
"1608",126,6,1,1,30,1,5,2,2016,"02/2016",2016,55,0,"yes"
"1609",126,6,3,1,25,0,5,2,2016,"02/2016",2014,12,0,"yes"
"1610",126,6,3,2,25,0,5,2,2016,"02/2016",2014,12,0,"yes"
"1611",126,6,3,3,28,0,5,2,2016,"02/2016",2014,12,0,"yes"
"1612",127,6,1,1,35,0,5,2,2016,"02/2016",2014,20,0,"yes"
"1613",127,6,1,2,4,0,5,2,2016,"02/2016",2014,20,0,"yes"
"1614",127,6,2,1,81,1,5,2,2016,"02/2016",2010,12,0,"yes"
"1615",127,6,4,1,31,0,5,2,2016,"02/2016",2010,49,0,"yes"
"1616",127,6,4,2,31,0,5,2,2016,"02/2016",2010,49,0,"yes"
"1617",127,6,4,3,31,0,5,2,2016,"02/2016",2010,49,0,"yes"
"1618",129,6,1,1,48,0,8,2,2016,"02/2016",2011,41,0,"yes"
"1619",129,6,1,2,53,0,8,2,2016,"02/2016",2011,41,0,"yes"
"1620",132,6,2,1,42,0,6,2,2016,"02/2016",2010,49,0,"no"
"1621",133,6,1,1,30,1,10,2,2016,"02/2016",2013,35,0,"yes"
"1622",133,6,1,2,31,1,10,2,2016,"02/2016",2013,35,0,"yes"
"1623",134,6,1,1,38,1,6,2,2016,"02/2016",2012,54,0,"yes"
"1624",134,6,1,2,33,1,6,2,2016,"02/2016",2012,54,0,"yes"
"1625",136,6,1,1,34,1,10,2,2016,"02/2016",2012,37,0,"no"
"1626",138,6,2,1,19,0,8,2,2016,"02/2016",2013,12,0,"yes"
"1627",138,6,3,1,22,0,8,2,2016,"02/2016",2015,37,0,"yes"
"1628",147,6,3,1,27,0,11,1,2016,"01/2016",2014,7,0,"no"
"1629",149,6,1,1,31,1,28,2,2016,"02/2016",2008,7,0,"yes"
"1630",149,6,1,2,32,1,28,2,2016,"02/2016",2008,7,0,"yes"
"1631",152,6,1,1,33,1,12,1,2016,"01/2016",2008,49,0,"no"
"1632",153,6,1,1,67,0,5,2,2016,"02/2016",2014,12,0,"no"
"1633",154,6,1,1,20,1,29,2,2016,"02/2016",2008,12,0,"yes"
"1634",154,6,1,2,20,1,29,2,2016,"02/2016",2008,12,0,"yes"
"1635",155,6,1,1,43,1,22,2,2016,"02/2016",2009,49,0,"yes"
"1636",155,6,1,2,49,1,22,2,2016,"02/2016",2009,49,0,"yes"
"1637",156,6,1,1,28,0,14,2,2016,"02/2016",2015,49,0,"no"
"1638",157,6,1,1,18,0,1,2,2016,"02/2016",2012,35,0,"yes"
"1639",157,6,2,1,22,1,1,2,2016,"02/2016",2014,20,0,"yes"
"1640",157,6,3,1,65,0,1,2,2016,"02/2016",2014,20,0,"yes"
"1641",158,6,1,1,35,0,23,1,2016,"01/2016",2009,49,0,"no"
"1642",159,6,1,1,20,0,4,3,2016,"03/2016",2015,49,0,"no"
"1643",160,6,1,1,69,0,29,2,2016,"02/2016",2013,13,0,"yes"
"1644",160,6,1,2,41,0,29,2,2016,"02/2016",2013,13,0,"yes"
"1645",166,6,1,1,59,1,27,2,2016,"02/2016",2009,63,0,"no"
"1646",167,6,1,1,27,0,18,1,2016,"01/2016",2013,35,0,"yes"
"1647",167,6,2,1,24,0,18,1,2016,"01/2016",2010,37,0,"yes"
"1648",167,6,2,2,26,0,18,1,2016,"01/2016",2010,37,0,"yes"
"1649",167,6,2,3,22,0,18,1,2016,"01/2016",2010,37,0,"yes"
"1650",167,6,2,4,27,0,18,1,2016,"01/2016",2010,37,0,"yes"
"1651",170,6,1,1,23,0,12,2,2016,"02/2016",2015,49,0,"yes"
"1652",170,6,1,2,20,0,12,2,2016,"02/2016",2015,49,0,"yes"
"1653",171,6,1,1,53,0,19,1,2016,"01/2016",2014,12,0,"yes"
"1654",171,6,1,2,54,0,19,1,2016,"01/2016",2014,12,0,"yes"
"1655",171,6,1,3,51,0,19,1,2016,"01/2016",2014,12,0,"yes"
"1656",175,6,1,1,45,1,29,2,2016,"02/2016",2015,63,0,"no"
"1657",177,6,2,1,52,0,10,2,2016,"02/2016",2013,12,0,"no"
"1658",178,6,1,1,33,0,29,1,2016,"01/2016",2009,30,0,"no"
"1659",180,6,1,1,68,1,28,1,2016,"01/2016",2011,12,0,"yes"
"1660",180,6,1,2,70,1,28,1,2016,"01/2016",2011,12,0,"yes"
"1661",180,6,1,3,84,1,28,1,2016,"01/2016",2011,12,0,"yes"
"1662",180,6,1,4,77,1,28,1,2016,"01/2016",2011,12,0,"yes"
"1663",182,6,1,1,33,0,11,2,2016,"02/2016",2015,49,0,"yes"
"1664",182,6,1,2,31,0,11,2,2016,"02/2016",2015,49,0,"yes"
"1665",185,6,2,1,19,1,6,2,2016,"02/2016",2010,37,0,"no"
"1666",186,6,2,1,31,0,29,2,2016,"02/2016",2010,12,0,"no"
"1667",187,6,1,1,84,1,12,2,2016,"02/2016",2011,30,0,"no"
"1668",189,6,1,1,19,0,21,2,2016,"02/2016",2014,58,0,"no"
"1669",190,6,1,1,38,0,15,2,2016,"02/2016",2015,37,0,"yes"
"1670",190,6,1,2,31,0,15,2,2016,"02/2016",2015,37,0,"yes"
"1671",193,6,1,1,31,0,12,2,2016,"02/2016",2008,49,0,"no"
"1672",196,6,1,1,26,1,13,2,2016,"02/2016",2012,35,0,"no"
"1673",199,6,3,1,17,0,2,3,2016,"03/2016",2013,48,0,"yes"
