"","casenum","statenum","vehnum","persontotal","agemin","agemax","numfatal","day","month","year","date","modelyear","make","makename","cellphoneuse"
"1309",51,18,1,1,82,82,0,25,1,2016,"01/2016",2013,12,"Ford",0
"1310",95,18,1,1,29,29,0,25,2,2016,"02/2016",2010,12,"Ford",0
"1311",113,18,1,1,29,29,1,12,3,2016,"03/2016",2008,12,"Ford",0
"1312",128,18,1,1,18,18,0,3,3,2016,"03/2016",2010,12,"Ford",0
"1313",172,18,2,1,80,80,1,4,4,2016,"04/2016",2009,12,"Ford",0
"1314",173,18,1,1,43,43,1,7,4,2016,"04/2016",2015,12,"Ford",0
"1315",416,18,1,1,29,29,0,1,7,2016,"07/2016",2010,12,"Ford",0
"1316",534,18,1,1,22,22,0,20,9,2016,"09/2016",2008,12,"Ford",0
"1317",558,18,1,1,53,53,0,3,10,2016,"10/2016",2016,12,"Ford",0
"1318",563,18,1,1,58,58,0,3,10,2016,"10/2016",2012,12,"Ford",0
"1319",584,18,2,1,44,44,0,12,10,2016,"10/2016",2011,12,"Ford",0
"1320",611,18,2,1,49,49,0,20,10,2016,"10/2016",2015,12,"Ford",0
"1321",664,18,1,1,46,46,0,14,11,2016,"11/2016",2014,12,"Ford",0
"1322",735,18,2,1,29,29,0,7,12,2016,"12/2016",2011,12,"Ford",0
"1323",741,18,1,1,55,55,1,9,12,2016,"12/2016",2013,12,"Ford",0
"1324",747,18,3,1,49,49,0,7,12,2016,"12/2016",2009,12,"Ford",0
"1325",750,18,1,1,57,57,1,2,12,2016,"12/2016",2009,12,"Ford",0
"1326",776,18,1,1,25,25,1,4,12,2016,"12/2016",2013,12,"Ford",0
"1327",785,18,2,1,53,53,0,30,12,2016,"12/2016",2008,12,"Ford",0
"1328",26,19,1,1,44,44,1,4,2,2016,"02/2016",2011,12,"Ford",0
"1329",41,19,1,1,55,55,1,12,3,2016,"03/2016",2014,12,"Ford",0
"1330",48,19,2,1,49,49,1,2,4,2016,"04/2016",2009,12,"Ford",0
"1331",102,19,1,1,16,16,0,15,5,2016,"05/2016",2016,12,"Ford",0
"1332",141,19,2,1,51,51,1,23,6,2016,"06/2016",2012,12,"Ford",0
"1333",151,19,1,1,21,21,0,28,6,2016,"06/2016",2013,12,"Ford",0
"1334",236,19,1,1,42,42,0,26,9,2016,"09/2016",2012,12,"Ford",0
"1335",241,19,2,1,53,53,0,29,9,2016,"09/2016",2016,12,"Ford",0
"1336",294,19,1,1,28,28,1,25,10,2016,"10/2016",2012,12,"Ford",0
"1337",356,19,2,1,68,68,1,27,12,2016,"12/2016",2012,12,"Ford",0
"1338",3,20,2,1,28,28,1,5,1,2016,"01/2016",2012,12,"Ford",0
"1339",17,20,1,1,64,64,0,20,1,2016,"01/2016",2014,12,"Ford",0
"1340",20,20,1,1,49,49,1,2,2,2016,"02/2016",2008,12,"Ford",0
"1341",37,20,1,1,62,62,0,5,3,2016,"03/2016",2012,12,"Ford",0
"1342",43,20,2,1,47,47,1,24,2,2016,"02/2016",2013,12,"Ford",0
"1343",52,20,1,1,52,52,1,4,3,2016,"03/2016",2014,12,"Ford",0
"1344",107,20,1,1,62,62,1,18,4,2016,"04/2016",2008,12,"Ford",0
"1345",130,20,1,1,36,36,0,6,6,2016,"06/2016",2012,12,"Ford",0
"1346",159,20,1,1,91,91,1,22,6,2016,"06/2016",2010,12,"Ford",0
"1347",221,20,1,1,20,20,1,29,8,2016,"08/2016",2016,12,"Ford",0
"1348",271,20,1,1,62,62,1,27,9,2016,"09/2016",2015,12,"Ford",0
"1349",275,20,1,1,41,41,0,2,10,2016,"10/2016",2017,12,"Ford",0
"1350",300,20,2,1,91,91,1,24,10,2016,"10/2016",2008,12,"Ford",0
"1351",310,20,1,1,50,50,1,9,11,2016,"11/2016",2014,12,"Ford",0
"1352",321,20,1,1,23,23,1,19,11,2016,"11/2016",2016,12,"Ford",0
"1353",324,20,1,1,29,29,0,20,11,2016,"11/2016",2008,12,"Ford",0
"1354",357,20,2,1,39,39,0,11,12,2016,"12/2016",2014,12,"Ford",0
"1355",361,20,1,1,70,70,0,12,12,2016,"12/2016",2011,12,"Ford",0
"1356",367,20,1,1,52,52,0,4,11,2016,"11/2016",2011,12,"Ford",0
"1357",369,20,2,1,64,64,0,25,11,2016,"11/2016",2015,12,"Ford",0
"1358",382,20,1,1,55,55,1,9,12,2016,"12/2016",2009,12,"Ford",0
"1359",24,21,1,1,31,31,1,19,1,2016,"01/2016",2009,12,"Ford",0
"1360",54,21,1,1,68,68,1,4,2,2016,"02/2016",2008,12,"Ford",0
"1361",77,21,1,1,29,29,1,23,2,2016,"02/2016",2008,12,"Ford",0
"1362",183,21,2,1,33,33,0,2,4,2016,"04/2016",2014,12,"Ford",0
"1363",217,21,1,1,32,32,0,6,5,2016,"05/2016",2014,12,"Ford",0
"1364",224,21,1,1,27,27,0,13,5,2016,"05/2016",2008,12,"Ford",0
"1365",260,21,1,1,28,28,0,30,5,2016,"05/2016",2010,12,"Ford",0
"1366",279,21,3,1,26,26,0,4,6,2016,"06/2016",2016,12,"Ford",0
"1367",291,21,1,1,22,22,0,9,6,2016,"06/2016",2016,12,"Ford",0
"1368",294,21,1,1,36,36,1,11,6,2016,"06/2016",2008,12,"Ford",0
"1369",379,21,2,1,55,55,0,20,7,2016,"07/2016",2016,12,"Ford",0
"1370",392,21,3,1,29,29,0,28,7,2016,"07/2016",2014,12,"Ford",0
"1371",450,21,1,1,18,18,0,27,8,2016,"08/2016",2011,12,"Ford",0
"1372",505,21,1,1,18,18,1,19,9,2016,"09/2016",2013,12,"Ford",0
"1373",511,21,1,1,23,23,0,17,9,2016,"09/2016",2011,12,"Ford",0
"1374",515,21,1,1,46,46,0,22,9,2016,"09/2016",2012,12,"Ford",0
"1375",564,21,1,1,36,36,1,8,10,2016,"10/2016",2008,12,"Ford",0
"1376",581,21,1,1,44,44,1,15,10,2016,"10/2016",2008,12,"Ford",0
"1377",586,21,2,1,51,51,0,17,10,2016,"10/2016",2008,12,"Ford",0
"1378",611,21,1,1,83,83,0,3,10,2016,"10/2016",2016,12,"Ford",0
"1379",623,21,1,1,83,83,1,5,10,2016,"10/2016",2012,12,"Ford",0
"1380",717,21,1,1,68,68,0,14,12,2016,"12/2016",2008,12,"Ford",0
"1381",725,21,2,1,56,56,0,18,12,2016,"12/2016",2010,12,"Ford",0
"1382",730,21,1,1,51,51,1,21,12,2016,"12/2016",2010,12,"Ford",0
"1383",12,22,2,1,37,37,0,20,1,2016,"01/2016",2014,12,"Ford",0
"1384",24,22,1,1,45,45,1,9,1,2016,"01/2016",2011,12,"Ford",0
"1385",58,22,2,1,22,22,0,8,2,2016,"02/2016",2009,12,"Ford",0
"1386",61,22,1,1,65,65,1,13,2,2016,"02/2016",2010,12,"Ford",0
"1387",84,22,1,1,62,62,0,22,2,2016,"02/2016",2009,12,"Ford",0
"1388",99,22,1,1,38,38,0,9,2,2016,"02/2016",2016,12,"Ford",0
"1389",118,22,2,1,60,60,0,8,3,2016,"03/2016",2014,12,"Ford",0
"1390",164,22,1,1,20,20,0,12,4,2016,"04/2016",2008,12,"Ford",0
"1391",166,22,2,1,64,64,0,10,4,2016,"04/2016",2010,12,"Ford",0
"1392",176,22,1,1,22,22,0,1,4,2016,"04/2016",2009,12,"Ford",0
"1393",243,22,3,1,65,65,0,9,6,2016,"06/2016",2010,12,"Ford",0
"1394",252,22,2,1,29,29,0,7,4,2016,"04/2016",2013,12,"Ford",0
"1395",256,22,2,1,63,63,0,26,4,2016,"04/2016",2013,12,"Ford",0
"1396",269,22,3,1,31,31,0,17,5,2016,"05/2016",2014,12,"Ford",0
"1397",274,22,1,1,66,66,1,22,5,2016,"05/2016",2014,12,"Ford",0
"1398",357,22,1,1,23,23,1,17,7,2016,"07/2016",2015,12,"Ford",0
"1399",378,22,1,1,19,19,0,29,8,2016,"08/2016",2015,12,"Ford",0
"1400",409,22,1,1,28,28,1,25,6,2016,"06/2016",2013,12,"Ford",0
"1401",475,22,1,1,38,38,0,16,8,2016,"08/2016",2012,12,"Ford",0
"1402",530,22,1,1,37,37,0,2,11,2016,"11/2016",2013,12,"Ford",0
"1403",577,22,1,1,24,24,0,26,9,2016,"09/2016",2013,12,"Ford",0
"1404",578,22,1,1,72,72,1,19,7,2016,"07/2016",2014,12,"Ford",0
"1405",619,22,2,1,22,22,0,8,7,2016,"07/2016",2009,12,"Ford",0
"1406",716,22,1,1,35,35,1,28,10,2016,"10/2016",2014,12,"Ford",0
"1407",24,23,1,1,29,29,1,10,3,2016,"03/2016",2010,12,"Ford",0
"1408",29,23,1,1,37,37,1,25,3,2016,"03/2016",2012,12,"Ford",0
"1409",68,23,1,1,65,65,1,6,7,2016,"07/2016",2012,12,"Ford",0
"1410",102,23,1,1,25,25,0,28,10,2016,"10/2016",2014,12,"Ford",0
"1411",104,23,1,1,54,54,0,3,11,2016,"11/2016",2009,12,"Ford",0
"1412",115,23,1,1,33,33,0,16,11,2016,"11/2016",2009,12,"Ford",0
"1413",135,23,2,1,47,47,0,23,12,2016,"12/2016",2013,12,"Ford",0
"1414",49,24,2,1,49,49,0,14,1,2016,"01/2016",2013,12,"Ford",0
"1415",113,24,1,1,37,37,0,29,2,2016,"02/2016",2012,12,"Ford",0
"1416",199,24,1,1,38,38,0,11,7,2016,"07/2016",2014,12,"Ford",0
"1417",221,24,2,1,58,58,0,24,7,2016,"07/2016",2009,12,"Ford",0
"1418",223,24,2,1,40,40,0,28,7,2016,"07/2016",2014,12,"Ford",0
"1419",302,24,1,1,48,48,0,11,10,2016,"10/2016",2011,12,"Ford",0
"1420",312,24,1,1,61,61,0,14,7,2016,"07/2016",2012,12,"Ford",0
"1421",336,24,1,1,54,54,0,30,9,2016,"09/2016",2010,12,"Ford",0
"1422",338,24,3,1,41,41,1,28,2,2016,"02/2016",2010,12,"Ford",0
"1423",456,24,1,1,33,33,0,4,9,2016,"09/2016",2014,12,"Ford",0
"1424",476,24,2,1,54,54,0,20,12,2016,"12/2016",2010,12,"Ford",0
"1425",487,24,2,1,51,51,0,1,11,2016,"11/2016",2012,12,"Ford",0
"1426",20,25,2,1,61,61,0,20,2,2016,"02/2016",2009,12,"Ford",0
"1427",30,25,1,1,18,18,1,5,2,2016,"02/2016",2013,12,"Ford",0
"1428",42,25,1,1,64,64,1,29,3,2016,"03/2016",2010,12,"Ford",0
"1429",50,25,1,1,43,43,0,9,4,2016,"04/2016",2008,12,"Ford",0
"1430",143,25,3,1,49,49,0,21,4,2016,"04/2016",2014,12,"Ford",0
"1431",155,25,1,1,33,33,0,12,8,2016,"08/2016",2011,12,"Ford",0
"1432",217,25,1,1,18,18,0,18,10,2016,"10/2016",2012,12,"Ford",0
"1433",266,25,1,1,44,44,1,13,11,2016,"11/2016",2010,12,"Ford",0
"1434",289,25,1,1,23,23,0,5,12,2016,"12/2016",2016,12,"Ford",0
"1435",291,25,2,1,41,41,0,6,12,2016,"12/2016",2015,12,"Ford",0
"1436",362,25,1,1,76,76,0,16,12,2016,"12/2016",2011,12,"Ford",0
"1437",7,26,1,1,21,21,0,2,1,2016,"01/2016",2010,12,"Ford",0
"1438",18,26,1,1,41,41,1,15,1,2016,"01/2016",2012,12,"Ford",0
"1439",123,26,2,1,51,51,0,1,3,2016,"03/2016",2013,12,"Ford",0
"1440",128,26,1,1,66,66,1,4,3,2016,"03/2016",2010,12,"Ford",0
"1441",161,26,1,1,79,79,1,29,1,2016,"01/2016",2008,12,"Ford",0
"1442",170,26,1,1,36,36,1,5,4,2016,"04/2016",2008,12,"Ford",0
"1443",194,26,1,1,48,48,0,15,4,2016,"04/2016",2014,12,"Ford",0
"1444",202,26,2,1,45,45,0,17,4,2016,"04/2016",2008,12,"Ford",0
"1445",205,26,1,1,31,31,1,3,4,2016,"04/2016",2014,12,"Ford",0
"1446",221,26,2,1,51,51,0,14,4,2016,"04/2016",2016,12,"Ford",0
"1447",253,26,1,1,86,86,0,15,5,2016,"05/2016",2008,12,"Ford",0
"1448",266,26,1,1,38,38,1,17,5,2016,"05/2016",2015,12,"Ford",0
"1449",290,26,1,1,62,62,0,18,4,2016,"04/2016",2008,12,"Ford",0
"1450",305,26,2,1,71,71,0,25,5,2016,"05/2016",2014,12,"Ford",0
"1451",352,26,1,1,61,61,1,16,6,2016,"06/2016",2013,12,"Ford",0
"1452",355,26,1,1,60,60,0,17,6,2016,"06/2016",2012,12,"Ford",0
"1453",362,26,2,1,38,38,1,20,6,2016,"06/2016",2014,12,"Ford",0
"1454",394,26,1,1,51,51,0,28,6,2016,"06/2016",2015,12,"Ford",0
"1455",399,26,1,1,67,67,0,30,6,2016,"06/2016",2008,12,"Ford",0
"1456",420,26,1,1,28,28,1,11,7,2016,"07/2016",2008,12,"Ford",0
"1457",429,26,2,1,26,26,1,15,7,2016,"07/2016",2013,12,"Ford",0
"1458",441,26,1,1,77,77,1,19,7,2016,"07/2016",2010,12,"Ford",0
"1459",453,26,1,1,87,87,1,30,7,2016,"07/2016",2012,12,"Ford",0
"1460",516,26,1,1,25,25,0,8,8,2016,"08/2016",2013,12,"Ford",0
"1461",530,26,2,1,89,89,0,21,8,2016,"08/2016",2014,12,"Ford",0
"1462",532,26,1,1,19,19,1,20,8,2016,"08/2016",2014,12,"Ford",0
"1463",563,26,1,1,22,22,0,31,8,2016,"08/2016",2014,12,"Ford",0
"1464",584,26,2,1,33,33,0,1,9,2016,"09/2016",2010,12,"Ford",0
"1465",606,26,1,1,38,38,1,7,9,2016,"09/2016",2013,12,"Ford",0
"1466",638,26,2,1,65,65,0,16,9,2016,"09/2016",2014,12,"Ford",0
"1467",697,26,1,1,31,31,0,11,10,2016,"10/2016",2016,12,"Ford",0
"1468",703,26,1,1,65,65,0,16,10,2016,"10/2016",2015,12,"Ford",0
"1469",735,26,1,1,71,71,1,8,10,2016,"10/2016",2014,12,"Ford",0
"1470",765,26,1,1,22,22,0,22,10,2016,"10/2016",2013,12,"Ford",0
"1471",793,26,1,1,69,69,0,29,10,2016,"10/2016",2016,12,"Ford",0
"1472",840,26,1,1,37,37,0,15,11,2016,"11/2016",2011,12,"Ford",0
"1473",852,26,2,1,42,42,0,23,11,2016,"11/2016",2017,12,"Ford",0
"1474",880,26,1,1,74,74,1,29,11,2016,"11/2016",2011,12,"Ford",0
"1475",899,26,1,1,18,18,0,5,12,2016,"12/2016",2017,12,"Ford",0
"1476",904,26,1,1,64,64,1,6,12,2016,"12/2016",2012,12,"Ford",0
"1477",907,26,1,1,56,56,0,7,12,2016,"12/2016",2013,12,"Ford",0
"1478",912,26,2,1,32,32,0,1,11,2016,"11/2016",2017,12,"Ford",0
"1479",923,26,1,1,86,86,1,5,12,2016,"12/2016",2010,12,"Ford",0
"1480",933,26,1,1,62,62,1,16,12,2016,"12/2016",2015,12,"Ford",0
"1481",975,26,1,1,53,53,0,20,12,2016,"12/2016",2012,12,"Ford",0
"1482",16,27,2,1,51,51,1,22,1,2016,"01/2016",2016,12,"Ford",0
"1483",18,27,1,1,38,38,1,24,1,2016,"01/2016",2010,12,"Ford",0
"1484",26,27,1,1,23,23,0,2,2,2016,"02/2016",2008,12,"Ford",0
"1485",29,27,1,1,64,64,1,6,2,2016,"02/2016",2013,12,"Ford",0
"1486",79,27,2,1,46,46,0,6,4,2016,"04/2016",2013,12,"Ford",0
"1487",118,27,1,1,25,25,1,28,5,2016,"05/2016",2008,12,"Ford",0
"1488",120,27,1,1,83,83,1,28,5,2016,"05/2016",2015,12,"Ford",0
"1489",175,27,1,1,61,61,0,12,7,2016,"07/2016",2014,12,"Ford",0
"1490",211,27,1,1,54,54,0,14,8,2016,"08/2016",2016,12,"Ford",0
"1491",242,27,1,1,48,48,1,15,9,2016,"09/2016",2016,12,"Ford",0
"1492",244,27,1,1,31,31,1,19,9,2016,"09/2016",2015,12,"Ford",0
"1493",259,27,1,1,39,39,0,30,9,2016,"09/2016",2011,12,"Ford",0
"1494",260,27,1,1,20,20,0,30,9,2016,"09/2016",2011,12,"Ford",0
"1495",264,27,2,1,78,78,1,4,10,2016,"10/2016",2010,12,"Ford",0
"1496",314,27,2,1,66,66,1,15,11,2016,"11/2016",2014,12,"Ford",0
"1497",315,27,2,1,33,33,1,31,10,2016,"10/2016",2010,12,"Ford",0
"1498",321,27,2,1,68,68,1,18,11,2016,"11/2016",2013,12,"Ford",0
"1499",325,27,1,1,42,42,1,20,11,2016,"11/2016",2010,12,"Ford",0
"1500",338,27,2,1,52,52,0,1,12,2016,"12/2016",2013,12,"Ford",0
"1501",350,27,2,1,60,60,0,18,12,2016,"12/2016",2014,12,"Ford",0
"1502",362,27,1,1,46,46,0,31,12,2016,"12/2016",2012,12,"Ford",0
"1503",363,27,1,1,19,19,0,31,12,2016,"12/2016",2012,12,"Ford",0
"1504",21,28,2,1,48,48,1,18,1,2016,"01/2016",2010,12,"Ford",0
"1505",181,28,1,1,53,53,0,17,3,2016,"03/2016",2010,12,"Ford",0
"1506",245,28,2,1,46,46,0,16,3,2016,"03/2016",2008,12,"Ford",0
"1507",267,28,1,1,32,32,0,29,5,2016,"05/2016",2008,12,"Ford",0
"1508",343,28,1,1,61,61,1,13,7,2016,"07/2016",2008,12,"Ford",0
"1509",356,28,1,1,77,77,1,25,7,2016,"07/2016",2008,12,"Ford",0
"1510",374,28,1,1,59,59,0,5,8,2016,"08/2016",2015,12,"Ford",0
"1511",408,28,2,1,58,58,0,26,8,2016,"08/2016",2011,12,"Ford",0
"1512",451,28,1,1,64,64,1,21,9,2016,"09/2016",2009,12,"Ford",0
"1513",545,28,2,1,20,20,0,31,10,2016,"10/2016",2011,12,"Ford",0
"1514",558,28,2,1,67,67,1,20,11,2016,"11/2016",2009,12,"Ford",0
"1515",581,28,2,1,49,49,0,11,10,2016,"10/2016",2014,12,"Ford",0
"1516",586,28,1,1,43,43,0,3,12,2016,"12/2016",2013,12,"Ford",0
"1517",38,29,3,1,52,52,0,21,1,2016,"01/2016",2010,12,"Ford",0
"1518",51,29,1,1,25,25,0,19,1,2016,"01/2016",2008,12,"Ford",0
"1519",63,29,1,1,66,66,1,11,2,2016,"02/2016",2015,12,"Ford",0
"1520",140,29,2,1,79,79,0,12,3,2016,"03/2016",2015,12,"Ford",0
"1521",163,29,1,1,63,63,1,26,3,2016,"03/2016",2010,12,"Ford",0
"1522",166,29,2,1,40,40,1,1,4,2016,"04/2016",2009,12,"Ford",0
"1523",175,29,1,1,46,46,1,20,2,2016,"02/2016",2014,12,"Ford",0
"1524",179,29,1,1,29,29,0,24,3,2016,"03/2016",2015,12,"Ford",0
"1525",185,29,1,1,24,24,0,10,4,2016,"04/2016",2010,12,"Ford",0
"1526",189,29,1,1,33,33,0,26,3,2016,"03/2016",2013,12,"Ford",0
"1527",217,29,1,1,39,39,0,8,4,2016,"04/2016",2008,12,"Ford",0
"1528",240,29,2,1,86,86,1,12,4,2016,"04/2016",2013,12,"Ford",0
"1529",303,29,1,1,47,47,0,29,5,2016,"05/2016",2015,12,"Ford",0
"1530",328,29,1,1,31,31,1,17,6,2016,"06/2016",2011,12,"Ford",0
"1531",338,29,2,1,28,28,0,2,5,2016,"05/2016",2008,12,"Ford",0
"1532",359,29,2,1,54,54,0,23,6,2016,"06/2016",2009,12,"Ford",0
"1533",416,29,2,1,60,60,0,15,7,2016,"07/2016",2015,12,"Ford",0
"1534",521,29,1,1,27,27,0,6,8,2016,"08/2016",2008,12,"Ford",0
"1535",605,29,1,1,22,22,1,24,9,2016,"09/2016",2012,12,"Ford",0
"1536",661,29,1,1,58,58,0,10,10,2016,"10/2016",2016,12,"Ford",0
"1537",727,29,2,1,46,46,0,1,11,2016,"11/2016",2014,12,"Ford",0
"1538",747,29,1,1,55,55,1,13,11,2016,"11/2016",2016,12,"Ford",0
"1539",766,29,1,1,53,53,0,8,11,2016,"11/2016",2015,12,"Ford",0
"1540",780,29,1,1,48,48,0,31,10,2016,"10/2016",2014,12,"Ford",0
"1541",834,29,2,1,54,54,0,10,12,2016,"12/2016",2008,12,"Ford",0
"1542",848,29,1,1,79,79,0,22,12,2016,"12/2016",2011,12,"Ford",0
"1543",139,30,2,1,37,37,0,26,9,2016,"09/2016",2011,12,"Ford",0
"1544",162,30,1,1,28,28,0,15,11,2016,"11/2016",2010,12,"Ford",0
"1545",167,30,1,1,34,34,1,10,12,2016,"12/2016",2008,12,"Ford",0
"1546",170,30,1,1,22,22,1,23,12,2016,"12/2016",2008,12,"Ford",0
"1547",128,31,2,1,33,33,0,31,8,2016,"08/2016",2009,12,"Ford",0
"1548",161,31,2,1,68,68,1,18,10,2016,"10/2016",2016,12,"Ford",0
"1549",190,31,1,1,48,48,0,16,12,2016,"12/2016",2011,12,"Ford",0
"1550",191,31,2,1,48,48,0,19,12,2016,"12/2016",2010,12,"Ford",0
"1551",31,32,2,1,43,43,0,5,3,2016,"03/2016",2009,12,"Ford",0
"1552",60,32,1,1,32,32,0,17,2,2016,"02/2016",2012,12,"Ford",0
"1553",61,32,1,1,35,35,0,8,4,2016,"04/2016",2012,12,"Ford",0
"1554",79,32,1,1,21,21,0,25,1,2016,"01/2016",2013,12,"Ford",0
"1555",190,32,1,1,53,53,0,10,8,2016,"08/2016",2013,12,"Ford",0
"1556",245,32,1,1,46,46,0,18,8,2016,"08/2016",2015,12,"Ford",0
"1557",96,33,1,1,44,44,0,30,9,2016,"09/2016",2013,12,"Ford",0
"1558",9,34,1,1,24,24,0,29,1,2016,"01/2016",2014,12,"Ford",0
"1559",15,34,1,1,52,52,1,21,1,2016,"01/2016",2011,12,"Ford",0
"1560",21,34,1,1,34,34,0,24,2,2016,"02/2016",2015,12,"Ford",0
"1561",25,34,1,1,45,45,1,15,3,2016,"03/2016",2011,12,"Ford",0
"1562",32,34,1,1,26,26,1,22,3,2016,"03/2016",2009,12,"Ford",0
"1563",33,34,2,1,71,71,1,17,3,2016,"03/2016",2016,12,"Ford",0
"1564",51,34,1,1,24,24,1,15,2,2016,"02/2016",2014,12,"Ford",1
"1565",83,34,1,1,52,52,0,10,2,2016,"02/2016",2009,12,"Ford",0
"1566",133,34,2,1,34,34,1,13,4,2016,"04/2016",2012,12,"Ford",0
"1567",148,34,1,1,42,42,0,22,5,2016,"05/2016",2009,12,"Ford",0
"1568",163,34,1,1,59,59,1,11,5,2016,"05/2016",2009,12,"Ford",0
"1569",191,34,2,1,45,45,0,15,6,2016,"06/2016",2012,12,"Ford",0
"1570",203,34,1,1,27,27,1,7,5,2016,"05/2016",2014,12,"Ford",0
"1571",218,34,2,1,60,60,0,14,5,2016,"05/2016",2011,12,"Ford",0
"1572",243,34,2,1,63,63,0,20,7,2016,"07/2016",2013,12,"Ford",0
"1573",244,34,1,1,83,83,1,19,7,2016,"07/2016",2009,12,"Ford",0
"1574",251,34,1,1,37,37,1,8,7,2016,"07/2016",2008,12,"Ford",0
"1575",274,34,1,1,62,62,1,22,7,2016,"07/2016",2013,12,"Ford",0
"1576",280,34,1,1,21,21,0,13,6,2016,"06/2016",2008,12,"Ford",0
"1577",281,34,1,1,NA,NA,0,11,6,2016,"06/2016",2013,12,"Ford",0
"1578",347,34,1,1,57,57,0,29,5,2016,"05/2016",2016,12,"Ford",0
"1579",354,34,1,1,87,87,1,20,9,2016,"09/2016",2008,12,"Ford",0
"1580",371,34,2,1,62,62,1,22,9,2016,"09/2016",2015,12,"Ford",0
"1581",428,34,1,1,58,58,0,31,5,2016,"05/2016",2013,12,"Ford",0
"1582",479,34,1,1,71,71,0,17,11,2016,"11/2016",2012,12,"Ford",0
"1583",491,34,1,1,43,43,0,10,10,2016,"10/2016",2015,12,"Ford",0
"1584",523,34,1,1,27,27,1,15,12,2016,"12/2016",2013,12,"Ford",0
"1585",569,34,2,1,31,31,0,12,12,2016,"12/2016",2011,12,"Ford",0
"1586",572,34,2,1,26,26,0,24,12,2016,"12/2016",2015,12,"Ford",0
"1587",8,35,1,1,19,19,1,9,1,2016,"01/2016",2012,12,"Ford",0
"1588",18,35,1,1,75,75,0,20,1,2016,"01/2016",2010,12,"Ford",0
"1589",59,35,1,1,22,22,1,14,3,2016,"03/2016",2010,12,"Ford",0
"1590",84,35,1,1,37,37,0,19,4,2016,"04/2016",2011,12,"Ford",0
"1591",95,35,2,1,18,18,0,10,4,2016,"04/2016",2013,12,"Ford",0
"1592",138,35,1,1,29,29,0,12,6,2016,"06/2016",2016,12,"Ford",0
"1593",139,35,1,1,19,19,0,13,6,2016,"06/2016",2015,12,"Ford",0
"1594",223,35,2,1,23,23,0,7,8,2016,"08/2016",2013,12,"Ford",0
"1595",269,35,1,1,38,38,0,10,10,2016,"10/2016",2012,12,"Ford",0
"1596",270,35,1,1,70,70,0,10,10,2016,"10/2016",2012,12,"Ford",0
"1597",298,35,1,1,51,51,1,11,11,2016,"11/2016",2015,12,"Ford",0
"1598",304,35,1,1,18,18,1,21,11,2016,"11/2016",2009,12,"Ford",0
"1599",327,35,1,1,30,30,1,6,12,2016,"12/2016",2010,12,"Ford",0
"1600",347,35,1,1,45,45,1,18,12,2016,"12/2016",2015,12,"Ford",0
"1601",26,36,1,1,40,40,1,16,1,2016,"01/2016",2013,12,"Ford",0
"1602",37,36,1,1,33,33,0,22,1,2016,"01/2016",2015,12,"Ford",0
"1603",150,36,1,1,42,42,0,30,3,2016,"03/2016",2012,12,"Ford",0
"1604",181,36,2,1,72,72,0,7,4,2016,"04/2016",2012,12,"Ford",0
"1605",186,36,1,1,69,69,0,11,4,2016,"04/2016",2010,12,"Ford",0
"1606",207,36,1,1,40,40,0,11,3,2016,"03/2016",2013,12,"Ford",0
"1607",253,36,1,1,58,58,0,20,4,2016,"04/2016",2013,12,"Ford",0
"1608",290,36,1,1,33,33,1,15,5,2016,"05/2016",2014,12,"Ford",0
"1609",299,36,1,1,61,61,1,31,5,2016,"05/2016",2011,12,"Ford",0
"1610",345,36,1,1,26,26,0,11,6,2016,"06/2016",2011,12,"Ford",0
"1611",366,36,1,1,18,18,1,19,6,2016,"06/2016",2015,12,"Ford",0
"1612",441,36,1,1,47,47,0,16,7,2016,"07/2016",2015,12,"Ford",0
"1613",514,36,1,1,32,32,0,17,8,2016,"08/2016",2008,12,"Ford",0
"1614",519,36,2,1,49,49,0,23,7,2016,"07/2016",2012,12,"Ford",0
"1615",544,36,2,1,51,51,0,3,8,2016,"08/2016",2014,12,"Ford",0
"1616",580,36,1,1,48,48,0,1,9,2016,"09/2016",2013,12,"Ford",0
"1617",600,36,2,1,55,55,1,3,8,2016,"08/2016",2011,12,"Ford",0
"1618",660,36,1,1,26,26,1,2,10,2016,"10/2016",2010,12,"Ford",0
"1619",716,36,1,1,31,31,1,14,10,2016,"10/2016",2008,12,"Ford",0
"1620",717,36,1,1,79,79,0,16,10,2016,"10/2016",2016,12,"Ford",0
"1621",743,36,1,1,29,29,1,6,9,2016,"09/2016",2016,12,"Ford",0
"1622",755,36,1,1,33,33,0,14,10,2016,"10/2016",2016,12,"Ford",0
"1623",772,36,2,1,43,43,0,6,2,2016,"02/2016",2013,12,"Ford",0
"1624",779,36,3,1,72,72,0,22,10,2016,"10/2016",2008,12,"Ford",0
"1625",816,36,1,1,60,60,0,21,11,2016,"11/2016",2015,12,"Ford",0
"1626",823,36,1,1,95,95,1,30,11,2016,"11/2016",2016,12,"Ford",0
"1627",860,36,1,1,37,37,1,27,9,2016,"09/2016",2016,12,"Ford",0
"1628",896,36,1,1,41,41,0,27,12,2016,"12/2016",2016,12,"Ford",0
"1629",906,36,2,1,35,35,0,29,12,2016,"12/2016",2008,12,"Ford",0
"1630",985,36,1,1,19,19,0,18,12,2016,"12/2016",2008,12,"Ford",0
"1631",9,37,1,1,54,54,1,31,1,2016,"01/2016",2010,12,"Ford",0
"1632",29,37,1,1,47,47,1,8,1,2016,"01/2016",2014,12,"Ford",0
